printedYear,startMonth,startDay,endMonth,endDay,parish,cause,count,parishTotal,parishPlague,canonicalDBN
1665,March,13,March,20,Stepney-Parish,Cough,1.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Convulcon,2.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Consumpcon,3.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Chrisoms,3.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Dropsy,3.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Drowned,1.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,ffeaver,3.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Plague,5.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Scalded in a Brwers Mash ffatt,1.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Surfett,1.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Teeth,2.0,29.0,5.0,St Dunstan Stepney
1665,March,13,March,20,Stepney-Parish,Wormes,1.0,29.0,5.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,Consumpcon,6.0,20.0,6.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,Convulcon,1.0,20.0,6.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,ffeaver,3.0,20.0,6.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,plague,6.0,20.0,6.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,Teeth,3.0,20.0,6.0,St Dunstan Stepney
1666,April,10,April,17,Stepney-Parish,Thrush,1.0,20.0,6.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Aged,3.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Consumpcon,4.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Chrisoms,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Convulcon,3.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Drowned,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Dropsy,2.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,ffeaver,2.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Fffistula,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Plague,3.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Ricketts,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Stilborne,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Stone,1.0,24.0,3.0,St Dunstan Stepney
1666,May,22,May,29,Stepney-Parish,Surfett,1.0,24.0,3.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Aged,3.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Chrisoms,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Consumpcon,4.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Convulcon,5.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,ffeaver,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Gripeing in ye gutts,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Plague,2.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Ricketts,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Scowring,5.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Stilborne,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Surfett,3.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Teeth,4.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Thrush,2.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Tissick,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Vomiting,1.0,36.0,2.0,St Dunstan Stepney
1666,July,10,July,17,Stepney-Parish,Wormes,1.0,36.0,2.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Aged,2.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Childbed,2.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Consumpcon,6.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Convulcon,3.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Chrisoms,1.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,ffeaver,2.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,ffrenchpox,1.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Gripeing in ye gutts,1.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Plague,6.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Riseing of ye lights,1.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Spotted ffeaver,1.0,27.0,6.0,St Dunstan Stepney
1666,September,18,September,25,Stepney-Parish,Wormes,1.0,27.0,6.0,St Dunstan Stepney
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",ffeaver,1.0,6.0,1.0,St Clement Danes
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",Plague,1.0,6.0,1.0,St Clement Danes
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",Riseing of ye lights,1.0,6.0,1.0,St Clement Danes
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",Rupture,1.0,6.0,1.0,St Clement Danes
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",Surfett,1.0,6.0,1.0,St Clement Danes
1665,March,13,March,20,"Clement-Danes, without Temple-Bar",Teeth,1.0,6.0,1.0,St Clement Danes
1666,April,10,April,17,"Clement-Danes, without Temple-Bar",Consumpcon,1.0,4.0,,St Clement Danes
1666,April,10,April,17,"Clement-Danes, without Temple-Bar",Dropsy,2.0,4.0,,St Clement Danes
1666,April,10,April,17,"Clement-Danes, without Temple-Bar",Ricketts,1.0,4.0,,St Clement Danes
1666,May,22,May,29,"Clement-Danes, without Temple-Bar",Aged,1.0,5.0,,St Clement Danes
1666,May,22,May,29,"Clement-Danes, without Temple-Bar",Consumpcon,2.0,5.0,,St Clement Danes
1666,May,22,May,29,"Clement-Danes, without Temple-Bar",Convulcon,1.0,5.0,,St Clement Danes
1666,May,22,May,29,"Clement-Danes, without Temple-Bar",Stilborne,1.0,5.0,,St Clement Danes
1666,July,10,July,17,"Clement-Danes, without Temple-Bar",Consumpcon,2.0,6.0,,St Clement Danes
1666,July,10,July,17,"Clement-Danes, without Temple-Bar",Convulcon,1.0,6.0,,St Clement Danes
1666,July,10,July,17,"Clement-Danes, without Temple-Bar",Riseing of ye lights,1.0,6.0,,St Clement Danes
1666,July,10,July,17,"Clement-Danes, without Temple-Bar",Ricketts,1.0,6.0,,St Clement Danes
1666,July,10,July,17,"Clement-Danes, without Temple-Bar",Teeth,1.0,6.0,,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",Consumpcon,3.0,8.0,1.0,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",Chrisoms,1.0,8.0,1.0,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",Dropsy,1.0,8.0,1.0,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",Plague,1.0,8.0,1.0,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",ffrenchpox,1.0,8.0,1.0,St Clement Danes
1666,September,18,September,25,"Clement-Danes, without Temple-Bar",Riseing of ye lights,1.0,8.0,1.0,St Clement Danes
1665,March,13,March,20,Paul Covent-Garden,Stilborne,1.0,2.0,,St Paul Covent Garden
1665,March,13,March,20,Paul Covent-Garden,Infant,1.0,2.0,,St Paul Covent Garden
1666,April,10,April,17,Paul Covent-Garden,Consumpcon,1.0,1.0,,St Paul Covent Garden
1666,May,22,May,29,Paul Covent-Garden,Convulcon,1.0,1.0,,St Paul Covent Garden
1666,July,10,July,17,Paul Covent-Garden,Consumpcon,1.0,3.0,,St Paul Covent Garden
1666,July,10,July,17,Paul Covent-Garden,Convulcon,1.0,3.0,,St Paul Covent Garden
1666,July,10,July,17,Paul Covent-Garden,Thrush,1.0,3.0,,St Paul Covent Garden
1666,September,18,September,25,Paul Covent-Garden,Consumpcon,1.0,3.0,,St Paul Covent Garden
1666,September,18,September,25,Paul Covent-Garden,Dropsy,1.0,3.0,,St Paul Covent Garden
1666,September,18,September,25,Paul Covent-Garden,ffrenchpox,1.0,3.0,,St Paul Covent Garden
1665,March,13,March,20,"Martins, in the Fields",Aged,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Chrisoms,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Consumpcon,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Convulcon,2.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Cough,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Gripeing in ye gutts,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Infant,1.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Plague,2.0,11.0,2.0,St Martin in the Fields
1665,March,13,March,20,"Martins, in the Fields",Surfett,1.0,11.0,2.0,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Appoplex,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Childbed,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Consumpcon,5.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Convulcon,2.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Dropsy,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Gripeing in ye gutts,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Surfett,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Teeth,1.0,14.0,,St Martin in the Fields
1666,April,10,April,17,"Martins, in the Fields",Ulcer,1.0,14.0,,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Consumpcon,4.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Convulcon,1.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Cough,1.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",ffeaver,1.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Gripeing in ye gutts,2.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Livergrowne,1.0,11.0,1.0,St Martin in the Fields
1666,May,22,May,29,"Martins, in the Fields",Plague,1.0,11.0,1.0,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Consumpcon,5.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Dropsy,1.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Gripeing in ye gutts,2.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Impostume,1.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Stilborne,1.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Stone,1.0,13.0,,St Martin in the Fields
1666,July,10,July,17,"Martins, in the Fields",Teeth,2.0,13.0,,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Consumpcon,3.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Plague,4.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Apoplex,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Collick,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Convulcon,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Cough,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Gripeing in ye gutts,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Jaundies,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Stilborne,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Surfett,1.0,16.0,4.0,St Martin in the Fields
1666,September,18,September,25,"Martins, in the Fields",Wormes,1.0,16.0,4.0,St Martin in the Fields
1665,March,13,March,20,"Mary Savoy, in the Strand",Aged,1.0,4.0,1.0,St Mary Savoy
1665,March,13,March,20,"Mary Savoy, in the Strand",Consumpcon,1.0,4.0,1.0,St Mary Savoy
1665,March,13,March,20,"Mary Savoy, in the Strand",Dropsy,1.0,4.0,1.0,St Mary Savoy
1665,March,13,March,20,"Mary Savoy, in the Strand",Plague,1.0,4.0,1.0,St Mary Savoy
1666,April,10,April,17,"Mary Savoy, in the Strand",Consumpcon,1.0,1.0,,St Mary Savoy
1666,July,10,July,17,"Mary Savoy, in the Strand",Consumpcon,1.0,2.0,,St Mary Savoy
1666,July,10,July,17,"Mary Savoy, in the Strand",Teeth,1.0,2.0,,St Mary Savoy
1666,September,18,September,25,"Mary Savoy, in the Strand",Consumpcon,1.0,2.0,2.0,St Mary Savoy
1666,September,18,September,25,"Mary Savoy, in the Strand",Wounded,1.0,2.0,2.0,St Mary Savoy
1665,March,13,March,20,"Margaret, in Westminster",Consumpcon,1.0,5.0,1.0,St Margaret Westminster
1665,March,13,March,20,"Margaret, in Westminster",Dropsy,1.0,5.0,1.0,St Margaret Westminster
1665,March,13,March,20,"Margaret, in Westminster",ffeaver,1.0,5.0,1.0,St Margaret Westminster
1665,March,13,March,20,"Margaret, in Westminster",Jaundies,1.0,5.0,1.0,St Margaret Westminster
1665,March,13,March,20,"Margaret, in Westminster",Plague,1.0,5.0,1.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Consumpcon,3.0,10.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Bruised between a Hoy & a Barge,1.0,10.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Cold,1.0,10.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Jaundies,1.0,10.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Surfett,2.0,10.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Margaret, in Westminster",Plague,2.0,10.0,2.0,St Margaret Westminster
1666,May,22,May,29,"Margaret, in Westminster",Consumpcon,3.0,4.0,,St Margaret Westminster
1666,May,22,May,29,"Margaret, in Westminster",Surfett,1.0,4.0,,St Margaret Westminster
1666,July,10,July,17,"Margaret, in Westminster",Aged,1.0,8.0,3.0,St Margaret Westminster
1666,July,10,July,17,"Margaret, in Westminster",Convulcon,2.0,8.0,3.0,St Margaret Westminster
1666,July,10,July,17,"Margaret, in Westminster",Dropsy,2.0,8.0,3.0,St Margaret Westminster
1666,July,10,July,17,"Margaret, in Westminster",Plague,3.0,8.0,3.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Consumpcon,5.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Convulcon,3.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Childbed,1.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Jaundies,1.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Surfett,1.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Stone,1.0,14.0,2.0,St Margaret Westminster
1666,September,18,September,25,"Margaret, in Westminster",Plague,2.0,14.0,2.0,St Margaret Westminster
1666,April,10,April,17,"Alhallowes-Lesse, at Cole-harbor",Dropsy,1.0,3.0,,All Hallows the Less
1666,April,10,April,17,"Alhallowes-Lesse, at Cole-harbor",Jaundies,1.0,3.0,,All Hallows the Less
1666,April,10,April,17,"Alhallowes-Lesse, at Cole-harbor",Tissick,1.0,3.0,,All Hallows the Less
1666,April,10,April,17,"Andrew-Hubbard, near little East-cheap",Teeth,1.0,1.0,,St Andrew Hubbard
1666,April,10,April,17,"Andrew-Undershaft, in Leaden-hall-street",Teeth,1.0,1.0,,St Andrew Undershaft
1666,May,22,May,29,"Andrew-Undershaft, in Leaden-hall-street",Chrisoms,1.0,1.0,,St Andrew Undershaft
1666,April,10,April,17,Bennet Paulswharfe,Consumpcon,1.0,1.0,,St Benet Paul's Wharf
1666,May,22,May,29,Bennet Paulswharfe,ffeaver,2.0,4.0,,St Benet Paul's Wharf
1666,May,22,May,29,Bennet Paulswharfe,fflox,1.0,4.0,,St Benet Paul's Wharf
1666,May,22,May,29,Bennet Paulswharfe,Cancer,1.0,4.0,,St Benet Paul's Wharf
1666,April,10,April,17,"Botolph-Billingsgate, in Thamestreet",ffeaver,1.0,1.0,,St Botolph Billingsgate
1666,July,10,July,17,"Botolph-Billingsgate, in Thamestreet",Chrisoms,1.0,1.0,,St Botolph Billingsgate
1666,April,10,April,17,"Hellens, within Bishopsgate",Dropsy,1.0,2.0,,St Helen
1666,April,10,April,17,"Hellens, within Bishopsgate",Infant,1.0,2.0,,St Helen
1666,April,10,April,17,Katherine-Creechurch within Aldgate,Consumpcon,1.0,1.0,,St Katherine Creechurch
1666,May,22,May,29,Katherine-Creechurch within Aldgate,Consumpcon,1.0,1.0,,St Katherine Creechurch
1666,July,10,July,17,Katherine-Creechurch within Aldgate,Chrisoms,1.0,3.0,,St Katherine Creechurch
1666,July,10,July,17,Katherine-Creechurch within Aldgate,Teeth,1.0,3.0,,St Katherine Creechurch
1666,April,10,April,17,"Lawrence-Jewry, near Guildhal",Stone,1.0,1.0,,St Lawrence Jewry
1666,May,22,May,29,"Lawrence-Jewry, near Guildhal",Consumpcon,1.0,1.0,,St Lawrence Jewry
1666,April,10,April,17,"Lawrence-Pountney, near Canningstreet",Chrisoms,1.0,2.0,,St Lawrence Pountney
1666,April,10,April,17,"Lawrence-Pountney, near Canningstreet",Consumpcon,1.0,2.0,,St Lawrence Pountney
1666,May,22,May,29,"Lawrence-Pountney, near Canningstreet",Aged,1.0,1.0,,St Lawrence Pountney
1666,April,10,April,17,"Margaret, in Newfishstreet",Consumpcon,1.0,,,St Margaret New Fish Street
1666,May,22,May,29,"Margaret, in Newfishstreet",Thrush,1.0,1.0,,St Margaret New Fish Street
1666,April,10,April,17,"Mary-Abchurch, near Canningstreet",Tissick,1.0,,,St Mary Abchurch
1666,July,10,July,17,"Mary-Abchurch, near Canningstreet",Consumpcon,1.0,1.0,,St Mary Abchurch
1666,April,10,April,17,"Mary-Aldermary, in Bow lane",Teeth,1.0,,,St Mary Aldermay
1666,July,10,July,17,"Mary-Aldermary, in Bow lane",Gangrene,1.0,1.0,,St Mary Aldermay
1666,April,10,April,17,"Mary-Woolnoth, in Lumbardstreet",Sudenly,1.0,1.0,,St Mary Woolnoth
1666,April,10,April,17,"Martins-Outwich, in Bishopsgatestreet",Consumpcon,1.0,1.0,,St Martin Outwich
1666,May,22,May,29,"Martins-Outwich, in Bishopsgatestreet",ffeaver,1.0,1.0,,St Martin Outwich
1666,April,10,April,17,"Martins-Vintrey, in Thamestreet",ffeaver,1.0,2.0,1.0,St Martin Vintry
1666,April,10,April,17,"Martins-Vintrey, in Thamestreet",Plague,1.0,2.0,1.0,St Martin Vintry
1666,May,22,May,29,"Martins-Vintrey, in Thamestreet",Kild by an Oxen,1.0,1.0,,St Martin Vintry
1666,July,10,July,17,"Martins-Vintrey, in Thamestreet",Overlaid,1.0,1.0,,St Martin Vintry
1666,April,10,April,17,Matthew-Fridaystreet,Jaundies,1.0,1.0,,St Matthew Friday Street
1666,May,22,May,29,Matthew-Fridaystreet,,,,,St Matthew Friday Street
1666,April,10,April,17,Michael-Crookedlane,Tissick,1.0,1.0,,St Michael Crooked Lane
1666,April,10,April,17,"Thomas, in Southwark",Convulcon,1.0,1.0,,St Thomas Southwark
1666,April,10,April,17,The Pest-house Without the Walls,Plague,2.0,2.0,,Pesthouse Without the Walls
1666,May,22,May,29,The Pest-house Without the Walls,,,,,Pesthouse Without the Walls
1666,July,10,July,17,The Pest-house Without the Walls,Plague,1.0,1.0,1.0,Pesthouse Without the Walls
1666,September,18,September,25,The Pest-house Without the Walls,Plague,1.0,1.0,1.0,Pesthouse Without the Walls
1666,April,10,April,17,"Mary, at Newington Buts",Abortive,1.0,2.0,,St Mary Newington
1666,April,10,April,17,"Mary, at Newington Buts",Spotted ffeaver,1.0,2.0,,St Mary Newington
1666,May,22,May,29,"Mary, at Newington Buts",Consumpcon,1.0,3.0,,St Mary Newington
1666,May,22,May,29,"Mary, at Newington Buts",ffrenchpox,1.0,3.0,,St Mary Newington
1666,May,22,May,29,"Mary, at Newington Buts",Stoping of ye Stomack,1.0,3.0,,St Mary Newington
1666,July,10,July,17,"Mary, at Newington Buts",Consumpcon,1.0,2.0,,St Mary Newington
1666,July,10,July,17,"Mary, at Newington Buts",Kild with a Pistol,1.0,2.0,,St Mary Newington
1666,September,18,September,25,"Mary, at Newington Buts",ffeaver,1.0,1.0,,St Mary Newington
1666,May,22,May,29,"Alhallowes, in Lumbardstreet",Impostume,1.0,1.0,,All Hallows Lombard Street
1666,July,10,July,17,"Alhallowes, in Lumbardstreet",Abortive,1.0,2.0,,All Hallows Lombard Street
1666,July,10,July,17,"Alhallowes, in Lumbardstreet",Teeth,1.0,2.0,,All Hallows Lombard Street
1666,May,22,May,29,"Alhallowes-Stayning, in Marke-lane",Cancer,1.0,1.0,,All Hallows Staining
1666,September,18,September,25,"Alhallowes-Stayning, in Marke-lane",Surfett,1.0,1.0,,All Hallows Staining
1666,May,22,May,29,"Clement, by East-cheap",Infant,2.0,2.0,,St Clement Eastcheap
1666,May,22,May,29,"Faiths, under St. Pauls the Cathedral",Consumpcon,,,,St Faith under St Paul's
1666,July,10,July,17,"Faiths, under St. Pauls the Cathedral",Thrush,1.0,1.0,,St Faith under St Paul's
1666,May,22,May,29,"John-Baptist, near Downgate",Dropsy,1.0,1.0,,St John Baptist
1666,July,10,July,17,"John-Baptist, near Downgate",Aged,1.0,1.0,,St John Baptist
1666,May,22,May,29,"Leonard, in Fosterlane",Convulcon,1.0,1.0,,St Leonard Foster Lane
1666,May,22,May,29,"Mary-Colechurch, lower end of Cheapside",ffeaver,1.0,1.0,,St Mary Colechurch
1666,May,22,May,29,Maudlins-Milkstreet,,,,,St Mary Magdalen Milk Street
1666,May,22,May,29,Maudlins-Oldfishstreet,Consumpcon,1.0,1.0,,St Mary Magdalen Old Fish Street
1666,May,22,May,29,Peters-Cheapside,,,,,St Peter Cheap
1666,May,22,May,29,"Peters, in Cornhil",Infant,2.0,2.0,,St Peter Cornhill
1666,May,22,May,29,"Peters-Poor, in Broadstreet",Infant,1.0,1.0,,St Peter Poor
1666,July,10,July,17,"Peters-Poor, in Broadstreet",Consumpcon,1.0,1.0,,St Peter Poor
1666,May,22,May,29,Trinity in the Minories,,,,,Holy Trinity Minories
1666,September,18,September,25,Trinity in the Minories,Consumpcon,1.0,1.0,,Holy Trinity Minories
1666,July,10,July,17,"John-Zachary, lower end of Fosterlane",Dropsy,1.0,2.0,,St John Zachary
1666,July,10,July,17,"John-Zachary, lower end of Fosterlane",Teeth,1.0,2.0,,St John Zachary
1666,July,10,July,17,"Magnus, by London-Bridge",Gripeing in ye gutts,1.0,1.0,,St Magnus
1666,July,10,July,17,"Margaret-Pattons, in Roodlane",Teeth,2.0,2.0,,St Margaret Pattens
1666,July,10,July,17,"Mary-le-Bow, in Cheapside",Infant,1.0,2.0,,St Mary le Bow
1666,July,10,July,17,"Mary-le-Bow, in Cheapside",Teeth,1.0,2.0,,St Mary le Bow
1666,July,10,July,17,"Mary-Bothaw, at Dowgate",Stilborne,1.0,1.0,,St Mary Bothaw
1666,July,10,July,17,"Mary-Summerset, at Broken-wharf",Consumpcon,1.0,2.0,,St Mary Somerset
1666,July,10,July,17,"Mary-Summerset, at Broken-wharf",Teeth,1.0,2.0,,St Mary Somerset
1666,July,10,July,17,Michael-Queenhithe,Consumpcon,1.0,2.0,,St Michael Queenhithe
1666,July,10,July,17,Michael-Queenhithe,Teeth,1.0,2.0,,St Michael Queenhithe
1666,July,10,July,17,"Mildred, in the Poultrey",Childbed,1.0,1.0,,St Mildred Poultrey
1666,July,10,July,17,"Trinity-Parish, in Trinity-lane",Teeth,1.0,1.0,,Trinity
1666,July,10,July,17,Bartholomew-Great,Plague,3.0,3.0,3.0,St Bartholomew Great
1666,September,18,September,25,Bartholomew-Great,ffeaver,2.0,5.0,2.0,St Bartholomew Great
1666,September,18,September,25,Bartholomew-Great,Plague,2.0,5.0,2.0,St Bartholomew Great
1666,September,18,September,25,Bartholomew-Great,Thrush,1.0,5.0,2.0,St Bartholomew Great
