unique_identifier,death,count,year,week_id,year_range,split_year,id
Laxton-1705-43-verso,Rupture,1,1705,1704-1705-43,1704-1705,1704/1705,18052
Laxton-1705-43-verso,Scald Head,,1705,1704-1705-43,1704-1705,1704/1705,18053
Laxton-1705-43-verso,Scarlet Fever,,1705,1704-1705-43,1704-1705,1704/1705,18054
Laxton-1705-43-verso,Sciatica,,1705,1704-1705-43,1704-1705,1704/1705,18055
Laxton-1705-43-verso,Scowring,,1705,1704-1705-43,1704-1705,1704/1705,18056
Laxton-1705-43-verso,Scurvy,,1705,1704-1705-43,1704-1705,1704/1705,18057
Laxton-1705-43-verso,Sores,,1705,1704-1705-43,1704-1705,1704/1705,18058
Laxton-1705-43-verso,Shingles,,1705,1704-1705-43,1704-1705,1704/1705,18059
Laxton-1705-43-verso,Spleen,,1705,1704-1705-43,1704-1705,1704/1705,18060
Laxton-1705-43-verso,Spotted-Fever,1,1705,1704-1705-43,1704-1705,1704/1705,18061
Laxton-1705-43-verso,St. Anthony's Fire,,1705,1704-1705-43,1704-1705,1704/1705,18062
Laxton-1705-43-verso,Starved,,1705,1704-1705-43,1704-1705,1704/1705,18063
Laxton-1705-43-verso,Stone,1,1705,1704-1705-43,1704-1705,1704/1705,18064
Laxton-1705-43-verso,Stopping of the Stomach,3,1705,1704-1705-43,1704-1705,1704/1705,18065
Laxton-1705-43-verso,Strangury,,1705,1704-1705-43,1704-1705,1704/1705,18066
Laxton-1705-43-verso,Strongullion,,1705,1704-1705-43,1704-1705,1704/1705,18067
Laxton-1705-43-verso,Suddenly,2,1705,1704-1705-43,1704-1705,1704/1705,18068
Laxton-1705-43-verso,Surfeit,3,1705,1704-1705-43,1704-1705,1704/1705,18069
Laxton-1705-43-verso,Swelling in the Throat,,1705,1704-1705-43,1704-1705,1704/1705,18070
Laxton-1705-43-verso,Swine-Pox,,1705,1704-1705-43,1704-1705,1704/1705,18071
Laxton-1705-43-verso,Teeth,28,1705,1704-1705-43,1704-1705,1704/1705,18072
Laxton-1705-43-verso,Thrush,,1705,1704-1705-43,1704-1705,1704/1705,18073
Laxton-1705-43-verso,Tissick,2,1705,1704-1705-43,1704-1705,1704/1705,18074
Laxton-1705-43-verso,Tympany,,1705,1704-1705-43,1704-1705,1704/1705,18075
Laxton-1705-43-verso,Twisting of the Guts,,1705,1704-1705-43,1704-1705,1704/1705,18076
Laxton-1705-43-verso,Ulcer,,1705,1704-1705-43,1704-1705,1704/1705,18077
Laxton-1705-43-verso,Vapours,,1705,1704-1705-43,1704-1705,1704/1705,18078
Laxton-1705-43-verso,Vomiting,1,1705,1704-1705-43,1704-1705,1704/1705,18079
Laxton-1705-43-verso,Water in the Head,1,1705,1704-1705-43,1704-1705,1704/1705,18080
Laxton-1705-43-verso,Wen,,1705,1704-1705-43,1704-1705,1704/1705,18081
Laxton-1705-43-verso,Wind,,1705,1704-1705-43,1704-1705,1704/1705,18082
Laxton-1705-43-verso,Wolf,,1705,1704-1705-43,1704-1705,1704/1705,18083
Laxton-1705-43-verso,Worms,,1705,1704-1705-43,1704-1705,1704/1705,18084
Laxton-1705-43-verso,Abortive,3,1705,1704-1705-43,1704-1705,1704/1705,18085
Laxton-1705-43-verso,Overlaid,,1705,1704-1705-43,1704-1705,1704/1705,18086
Laxton-1705-43-verso,Still-born,11,1705,1704-1705-43,1704-1705,1704/1705,18087
Laxton-1705-43-verso,Drowned,1,1705,1704-1705-43,1704-1705,1704/1705,18088
Laxton-1705-43-verso,Found Dead,,1705,1704-1705-43,1704-1705,1704/1705,18089
Laxton-1705-43-verso,Executed,,1705,1704-1705-43,1704-1705,1704/1705,18090
Laxton-1705-43-verso,Killed,,1705,1704-1705-43,1704-1705,1704/1705,18091
Laxton-1705-43-verso,Suicide,,1705,1704-1705-43,1704-1705,1704/1705,18092
Laxton-1705-43-verso,Other,1,1705,1704-1705-43,1704-1705,1704/1705,18093
Laxton-1705-44-verso,Aged,29,1705,1704-1705-44,1704-1705,1704/1705,18094
Laxton-1705-44-verso,Ague,,1705,1704-1705-44,1704-1705,1704/1705,18095
Laxton-1705-44-verso,Apoplexy,1,1705,1704-1705-44,1704-1705,1704/1705,18096
Laxton-1705-44-verso,Asthma,,1705,1704-1705-44,1704-1705,1704/1705,18097
Laxton-1705-44-verso,Bed-ridden,,1705,1704-1705-44,1704-1705,1704/1705,18098
Laxton-1705-44-verso,Blasted,,1705,1704-1705-44,1704-1705,1704/1705,18099
Laxton-1705-44-verso,Bleeding,,1705,1704-1705-44,1704-1705,1704/1705,18100
Laxton-1705-44-verso,Bloody-flux,,1705,1704-1705-44,1704-1705,1704/1705,18101
Laxton-1705-44-verso,Calenture,,1705,1704-1705-44,1704-1705,1704/1705,18102
Laxton-1705-44-verso,Cancer,1,1705,1704-1705-44,1704-1705,1704/1705,18103
Laxton-1705-44-verso,Canker,,1705,1704-1705-44,1704-1705,1704/1705,18104
Laxton-1705-44-verso,Chicken Pox,,1705,1704-1705-44,1704-1705,1704/1705,18105
Laxton-1705-44-verso,Child-Bed,7,1705,1704-1705-44,1704-1705,1704/1705,18106
Laxton-1705-44-verso,Chrisoms,,1705,1704-1705-44,1704-1705,1704/1705,18107
Laxton-1705-44-verso,Cold,,1705,1704-1705-44,1704-1705,1704/1705,18108
Laxton-1705-44-verso,Colick,3,1705,1704-1705-44,1704-1705,1704/1705,18109
Laxton-1705-44-verso,Consumption,49,1705,1704-1705-44,1704-1705,1704/1705,18110
Laxton-1705-44-verso,Convulsion,128,1705,1704-1705-44,1704-1705,1704/1705,18111
Laxton-1705-44-verso,Cough,,1705,1704-1705-44,1704-1705,1704/1705,18112
Laxton-1705-44-verso,Cramp,,1705,1704-1705-44,1704-1705,1704/1705,18113
Laxton-1705-44-verso,Diabetes,,1705,1704-1705-44,1704-1705,1704/1705,18114
Laxton-1705-44-verso,Dropsie,8,1705,1704-1705-44,1704-1705,1704/1705,18115
Laxton-1705-44-verso,Falling-sickness,,1705,1704-1705-44,1704-1705,1704/1705,18116
Laxton-1705-44-verso,Fever,50,1705,1704-1705-44,1704-1705,1704/1705,18117
Laxton-1705-44-verso,Fistula,2,1705,1704-1705-44,1704-1705,1704/1705,18118
Laxton-1705-44-verso,Flox and Small-Pox,36,1705,1704-1705-44,1704-1705,1704/1705,18119
Laxton-1705-44-verso,Flux,,1705,1704-1705-44,1704-1705,1704/1705,18120
Laxton-1705-44-verso,French-Pox,,1705,1704-1705-44,1704-1705,1704/1705,18121
Laxton-1705-44-verso,Frets,,1705,1704-1705-44,1704-1705,1704/1705,18122
Laxton-1705-44-verso,Gangreen,,1705,1704-1705-44,1704-1705,1704/1705,18123
Laxton-1705-44-verso,Gout,,1705,1704-1705-44,1704-1705,1704/1705,18124
Laxton-1705-44-verso,Gravel,,1705,1704-1705-44,1704-1705,1704/1705,18125
Laxton-1705-44-verso,Grief,,1705,1704-1705-44,1704-1705,1704/1705,18126
Laxton-1705-44-verso,Griping in the Guts,21,1705,1704-1705-44,1704-1705,1704/1705,18127
Laxton-1705-44-verso,Headache,,1705,1704-1705-44,1704-1705,1704/1705,18128
Laxton-1705-44-verso,Headmouldshot,1,1705,1704-1705-44,1704-1705,1704/1705,18129
Laxton-1705-44-verso,Hooping Cough,,1705,1704-1705-44,1704-1705,1704/1705,18130
Laxton-1705-44-verso,Hiccough,,1705,1704-1705-44,1704-1705,1704/1705,18131
Laxton-1705-44-verso,Horshoehead,,1705,1704-1705-44,1704-1705,1704/1705,18132
Laxton-1705-44-verso,Impostume,2,1705,1704-1705-44,1704-1705,1704/1705,18133
Laxton-1705-44-verso,Infants,,1705,1704-1705-44,1704-1705,1704/1705,18134
Laxton-1705-44-verso,Inflammation,,1705,1704-1705-44,1704-1705,1704/1705,18135
Laxton-1705-44-verso,Itch,,1705,1704-1705-44,1704-1705,1704/1705,18136
Laxton-1705-44-verso,Jaundies,,1705,1704-1705-44,1704-1705,1704/1705,18137
Laxton-1705-44-verso,Jaw-fallen,,1705,1704-1705-44,1704-1705,1704/1705,18138
Laxton-1705-44-verso,Kings Evil,1,1705,1704-1705-44,1704-1705,1704/1705,18139
Laxton-1705-44-verso,Leprosie,,1705,1704-1705-44,1704-1705,1704/1705,18140
Laxton-1705-44-verso,Lethargy,,1705,1704-1705-44,1704-1705,1704/1705,18141
Laxton-1705-44-verso,Liver-grown,,1705,1704-1705-44,1704-1705,1704/1705,18142
Laxton-1705-44-verso,Looseness,,1705,1704-1705-44,1704-1705,1704/1705,18143
Laxton-1705-44-verso,Lunatick and Frenzy,1,1705,1704-1705-44,1704-1705,1704/1705,18144
Laxton-1705-44-verso,Malignant Fever,,1705,1704-1705-44,1704-1705,1704/1705,18145
Laxton-1705-44-verso,Meagrim,,1705,1704-1705-44,1704-1705,1704/1705,18146
Laxton-1705-44-verso,Measles,9,1705,1704-1705-44,1704-1705,1704/1705,18147
Laxton-1705-44-verso,Miscarriage,,1705,1704-1705-44,1704-1705,1704/1705,18148
Laxton-1705-44-verso,Mortification,3,1705,1704-1705-44,1704-1705,1704/1705,18149
Laxton-1705-44-verso,Mother,,1705,1704-1705-44,1704-1705,1704/1705,18150
Laxton-1705-44-verso,Noli me tangere,,1705,1704-1705-44,1704-1705,1704/1705,18151
Laxton-1705-44-verso,Palsie,,1705,1704-1705-44,1704-1705,1704/1705,18152
Laxton-1705-44-verso,Plague,,1705,1704-1705-44,1704-1705,1704/1705,18153
Laxton-1705-44-verso,Planet,,1705,1704-1705-44,1704-1705,1704/1705,18154
Laxton-1705-44-verso,Plurisie,,1705,1704-1705-44,1704-1705,1704/1705,18155
Laxton-1705-44-verso,Purples,,1705,1704-1705-44,1704-1705,1704/1705,18156
Laxton-1705-44-verso,Quinsie,,1705,1704-1705-44,1704-1705,1704/1705,18157
Laxton-1705-44-verso,Rash,,1705,1704-1705-44,1704-1705,1704/1705,18158
Laxton-1705-44-verso,Rheumatism,1,1705,1704-1705-44,1704-1705,1704/1705,18159
Laxton-1705-44-verso,Rickets,3,1705,1704-1705-44,1704-1705,1704/1705,18160
Laxton-1705-44-verso,Rising of the Lights,,1705,1704-1705-44,1704-1705,1704/1705,18161
Laxton-1705-44-verso,Running of the Reins,,1705,1704-1705-44,1704-1705,1704/1705,18162
Laxton-1705-44-verso,Rupture,,1705,1704-1705-44,1704-1705,1704/1705,18163
Laxton-1705-44-verso,Scald Head,,1705,1704-1705-44,1704-1705,1704/1705,18164
Laxton-1705-44-verso,Scarlet Fever,,1705,1704-1705-44,1704-1705,1704/1705,18165
Laxton-1705-44-verso,Sciatica,,1705,1704-1705-44,1704-1705,1704/1705,18166
Laxton-1705-44-verso,Scowring,,1705,1704-1705-44,1704-1705,1704/1705,18167
Laxton-1705-44-verso,Scurvy,,1705,1704-1705-44,1704-1705,1704/1705,18168
Laxton-1705-44-verso,Sores,,1705,1704-1705-44,1704-1705,1704/1705,18169
Laxton-1705-44-verso,Shingles,,1705,1704-1705-44,1704-1705,1704/1705,18170
Laxton-1705-44-verso,Spleen,,1705,1704-1705-44,1704-1705,1704/1705,18171
Laxton-1705-44-verso,Spotted-Fever,2,1705,1704-1705-44,1704-1705,1704/1705,18172
Laxton-1705-44-verso,St. Anthony's Fire,,1705,1704-1705-44,1704-1705,1704/1705,18173
Laxton-1705-44-verso,Starved,,1705,1704-1705-44,1704-1705,1704/1705,18174
Laxton-1705-44-verso,Stone,1,1705,1704-1705-44,1704-1705,1704/1705,18175
Laxton-1705-44-verso,Stopping of the Stomach,3,1705,1704-1705-44,1704-1705,1704/1705,18176
Laxton-1705-44-verso,Strangury,,1705,1704-1705-44,1704-1705,1704/1705,18177
Laxton-1705-44-verso,Strongullion,,1705,1704-1705-44,1704-1705,1704/1705,18178
Laxton-1705-44-verso,Suddenly,3,1705,1704-1705-44,1704-1705,1704/1705,18179
Laxton-1705-44-verso,Surfeit,1,1705,1704-1705-44,1704-1705,1704/1705,18180
Laxton-1705-44-verso,Swelling in the Throat,,1705,1704-1705-44,1704-1705,1704/1705,18181
Laxton-1705-44-verso,Swine-Pox,,1705,1704-1705-44,1704-1705,1704/1705,18182
Laxton-1705-44-verso,Teeth,30,1705,1704-1705-44,1704-1705,1704/1705,18183
Laxton-1705-44-verso,Thrush,,1705,1704-1705-44,1704-1705,1704/1705,18184
Laxton-1705-44-verso,Tissick,2,1705,1704-1705-44,1704-1705,1704/1705,18185
Laxton-1705-44-verso,Tympany,,1705,1704-1705-44,1704-1705,1704/1705,18186
Laxton-1705-44-verso,Twisting of the Guts,,1705,1704-1705-44,1704-1705,1704/1705,18187
Laxton-1705-44-verso,Ulcer,,1705,1704-1705-44,1704-1705,1704/1705,18188
Laxton-1705-44-verso,Vapours,,1705,1704-1705-44,1704-1705,1704/1705,18189
Laxton-1705-44-verso,Vomiting,,1705,1704-1705-44,1704-1705,1704/1705,18190
Laxton-1705-44-verso,Water in the Head,,1705,1704-1705-44,1704-1705,1704/1705,18191
Laxton-1705-44-verso,Wen,,1705,1704-1705-44,1704-1705,1704/1705,18192
Laxton-1705-44-verso,Wind,,1705,1704-1705-44,1704-1705,1704/1705,18193
Laxton-1705-44-verso,Wolf,,1705,1704-1705-44,1704-1705,1704/1705,18194
Laxton-1705-44-verso,Worms,,1705,1704-1705-44,1704-1705,1704/1705,18195
Laxton-1705-44-verso,Abortive,2,1705,1704-1705-44,1704-1705,1704/1705,18196
Laxton-1705-44-verso,Overlaid,,1705,1704-1705-44,1704-1705,1704/1705,18197
Laxton-1705-44-verso,Still-born,14,1705,1704-1705-44,1704-1705,1704/1705,18198
Laxton-1705-44-verso,Drowned,,1705,1704-1705-44,1704-1705,1704/1705,18199
Laxton-1705-44-verso,Found Dead,,1705,1704-1705-44,1704-1705,1704/1705,18200
Laxton-1705-44-verso,Executed,,1705,1704-1705-44,1704-1705,1704/1705,18201
Laxton-1705-44-verso,Killed,,1705,1704-1705-44,1704-1705,1704/1705,18202
Laxton-1705-44-verso,Suicide,,1705,1704-1705-44,1704-1705,1704/1705,18203
Laxton-1705-44-verso,Other,1,1705,1704-1705-44,1704-1705,1704/1705,18204
Laxton-1705-45-verso,Aged,28,1705,1704-1705-45,1704-1705,1704/1705,18205
Laxton-1705-45-verso,Ague,,1705,1704-1705-45,1704-1705,1704/1705,18206
Laxton-1705-45-verso,Apoplexy,3,1705,1704-1705-45,1704-1705,1704/1705,18207
Laxton-1705-45-verso,Asthma,,1705,1704-1705-45,1704-1705,1704/1705,18208
Laxton-1705-45-verso,Bed-ridden,,1705,1704-1705-45,1704-1705,1704/1705,18209
Laxton-1705-45-verso,Blasted,,1705,1704-1705-45,1704-1705,1704/1705,18210
Laxton-1705-45-verso,Bleeding,1,1705,1704-1705-45,1704-1705,1704/1705,18211
Laxton-1705-45-verso,Bloody-flux,,1705,1704-1705-45,1704-1705,1704/1705,18212
Laxton-1705-45-verso,Calenture,,1705,1704-1705-45,1704-1705,1704/1705,18213
Laxton-1705-45-verso,Cancer,2,1705,1704-1705-45,1704-1705,1704/1705,18214
Laxton-1705-45-verso,Canker,,1705,1704-1705-45,1704-1705,1704/1705,18215
Laxton-1705-45-verso,Chicken Pox,,1705,1704-1705-45,1704-1705,1704/1705,18216
Laxton-1705-45-verso,Child-Bed,4,1705,1704-1705-45,1704-1705,1704/1705,18217
Laxton-1705-45-verso,Chrisoms,2,1705,1704-1705-45,1704-1705,1704/1705,18218
Laxton-1705-45-verso,Cold,,1705,1704-1705-45,1704-1705,1704/1705,18219
Laxton-1705-45-verso,Colick,1,1705,1704-1705-45,1704-1705,1704/1705,18220
Laxton-1705-45-verso,Consumption,52,1705,1704-1705-45,1704-1705,1704/1705,18221
Laxton-1705-45-verso,Convulsion,90,1705,1704-1705-45,1704-1705,1704/1705,18222
Laxton-1705-45-verso,Cough,1,1705,1704-1705-45,1704-1705,1704/1705,18223
Laxton-1705-45-verso,Cramp,,1705,1704-1705-45,1704-1705,1704/1705,18224
Laxton-1705-45-verso,Diabetes,,1705,1704-1705-45,1704-1705,1704/1705,18225
Laxton-1705-45-verso,Dropsie,8,1705,1704-1705-45,1704-1705,1704/1705,18226
Laxton-1705-45-verso,Falling-sickness,,1705,1704-1705-45,1704-1705,1704/1705,18227
Laxton-1705-45-verso,Fever,55,1705,1704-1705-45,1704-1705,1704/1705,18228
Laxton-1705-45-verso,Fistula,,1705,1704-1705-45,1704-1705,1704/1705,18229
Laxton-1705-45-verso,Flox and Small-Pox,41,1705,1704-1705-45,1704-1705,1704/1705,18230
Laxton-1705-45-verso,Flux,,1705,1704-1705-45,1704-1705,1704/1705,18231
Laxton-1705-45-verso,French-Pox,,1705,1704-1705-45,1704-1705,1704/1705,18232
Laxton-1705-45-verso,Frets,,1705,1704-1705-45,1704-1705,1704/1705,18233
Laxton-1705-45-verso,Gangreen,1,1705,1704-1705-45,1704-1705,1704/1705,18234
Laxton-1705-45-verso,Gout,,1705,1704-1705-45,1704-1705,1704/1705,18235
Laxton-1705-45-verso,Gravel,,1705,1704-1705-45,1704-1705,1704/1705,18236
Laxton-1705-45-verso,Grief,,1705,1704-1705-45,1704-1705,1704/1705,18237
Laxton-1705-45-verso,Griping in the Guts,20,1705,1704-1705-45,1704-1705,1704/1705,18238
Laxton-1705-45-verso,Headache,,1705,1704-1705-45,1704-1705,1704/1705,18239
Laxton-1705-45-verso,Headmouldshot,,1705,1704-1705-45,1704-1705,1704/1705,18240
Laxton-1705-45-verso,Hooping Cough,,1705,1704-1705-45,1704-1705,1704/1705,18241
Laxton-1705-45-verso,Hiccough,,1705,1704-1705-45,1704-1705,1704/1705,18242
Laxton-1705-45-verso,Horshoehead,,1705,1704-1705-45,1704-1705,1704/1705,18243
Laxton-1705-45-verso,Impostume,,1705,1704-1705-45,1704-1705,1704/1705,18244
Laxton-1705-45-verso,Infants,,1705,1704-1705-45,1704-1705,1704/1705,18245
Laxton-1705-45-verso,Inflammation,,1705,1704-1705-45,1704-1705,1704/1705,18246
Laxton-1705-45-verso,Itch,,1705,1704-1705-45,1704-1705,1704/1705,18247
Laxton-1705-45-verso,Jaundies,4,1705,1704-1705-45,1704-1705,1704/1705,18248
Laxton-1705-45-verso,Jaw-fallen,,1705,1704-1705-45,1704-1705,1704/1705,18249
Laxton-1705-45-verso,Kings Evil,2,1705,1704-1705-45,1704-1705,1704/1705,18250
Laxton-1705-45-verso,Leprosie,,1705,1704-1705-45,1704-1705,1704/1705,18251
Laxton-1705-45-verso,Lethargy,,1705,1704-1705-45,1704-1705,1704/1705,18252
Laxton-1705-45-verso,Liver-grown,,1705,1704-1705-45,1704-1705,1704/1705,18253
Laxton-1705-45-verso,Looseness,,1705,1704-1705-45,1704-1705,1704/1705,18254
Laxton-1705-45-verso,Lunatick and Frenzy,1,1705,1704-1705-45,1704-1705,1704/1705,18255
Laxton-1705-45-verso,Malignant Fever,,1705,1704-1705-45,1704-1705,1704/1705,18256
Laxton-1705-45-verso,Meagrim,,1705,1704-1705-45,1704-1705,1704/1705,18257
Laxton-1705-45-verso,Measles,12,1705,1704-1705-45,1704-1705,1704/1705,18258
Laxton-1705-45-verso,Miscarriage,,1705,1704-1705-45,1704-1705,1704/1705,18259
Laxton-1705-45-verso,Mortification,,1705,1704-1705-45,1704-1705,1704/1705,18260
Laxton-1705-45-verso,Mother,,1705,1704-1705-45,1704-1705,1704/1705,18261
Laxton-1705-45-verso,Noli me tangere,,1705,1704-1705-45,1704-1705,1704/1705,18262
Laxton-1705-45-verso,Palsie,1,1705,1704-1705-45,1704-1705,1704/1705,18263
Laxton-1705-45-verso,Plague,,1705,1704-1705-45,1704-1705,1704/1705,18264
Laxton-1705-45-verso,Planet,,1705,1704-1705-45,1704-1705,1704/1705,18265
Laxton-1705-45-verso,Plurisie,,1705,1704-1705-45,1704-1705,1704/1705,18266
Laxton-1705-45-verso,Purples,,1705,1704-1705-45,1704-1705,1704/1705,18267
Laxton-1705-45-verso,Quinsie,,1705,1704-1705-45,1704-1705,1704/1705,18268
Laxton-1705-45-verso,Rash,,1705,1704-1705-45,1704-1705,1704/1705,18269
Laxton-1705-45-verso,Rheumatism,,1705,1704-1705-45,1704-1705,1704/1705,18270
Laxton-1705-45-verso,Rickets,5,1705,1704-1705-45,1704-1705,1704/1705,18271
Laxton-1705-45-verso,Rising of the Lights,1,1705,1704-1705-45,1704-1705,1704/1705,18272
Laxton-1705-45-verso,Running of the Reins,,1705,1704-1705-45,1704-1705,1704/1705,18273
Laxton-1705-45-verso,Rupture,,1705,1704-1705-45,1704-1705,1704/1705,18274
Laxton-1705-45-verso,Scald Head,,1705,1704-1705-45,1704-1705,1704/1705,18275
Laxton-1705-45-verso,Scarlet Fever,,1705,1704-1705-45,1704-1705,1704/1705,18276
Laxton-1705-45-verso,Sciatica,,1705,1704-1705-45,1704-1705,1704/1705,18277
Laxton-1705-45-verso,Scowring,,1705,1704-1705-45,1704-1705,1704/1705,18278
Laxton-1705-45-verso,Scurvy,,1705,1704-1705-45,1704-1705,1704/1705,18279
Laxton-1705-45-verso,Sores,,1705,1704-1705-45,1704-1705,1704/1705,18280
Laxton-1705-45-verso,Shingles,,1705,1704-1705-45,1704-1705,1704/1705,18281
Laxton-1705-45-verso,Spleen,,1705,1704-1705-45,1704-1705,1704/1705,18282
Laxton-1705-45-verso,Spotted-Fever,,1705,1704-1705-45,1704-1705,1704/1705,18283
Laxton-1705-45-verso,St. Anthony's Fire,,1705,1704-1705-45,1704-1705,1704/1705,18284
Laxton-1705-45-verso,Starved,,1705,1704-1705-45,1704-1705,1704/1705,18285
Laxton-1705-45-verso,Stone,,1705,1704-1705-45,1704-1705,1704/1705,18286
Laxton-1705-45-verso,Stopping of the Stomach,5,1705,1704-1705-45,1704-1705,1704/1705,18287
Laxton-1705-45-verso,Strangury,,1705,1704-1705-45,1704-1705,1704/1705,18288
Laxton-1705-45-verso,Strongullion,,1705,1704-1705-45,1704-1705,1704/1705,18289
Laxton-1705-45-verso,Suddenly,1,1705,1704-1705-45,1704-1705,1704/1705,18290
Laxton-1705-45-verso,Surfeit,2,1705,1704-1705-45,1704-1705,1704/1705,18291
Laxton-1705-45-verso,Swelling in the Throat,,1705,1704-1705-45,1704-1705,1704/1705,18292
Laxton-1705-45-verso,Swine-Pox,,1705,1704-1705-45,1704-1705,1704/1705,18293
Laxton-1705-45-verso,Teeth,30,1705,1704-1705-45,1704-1705,1704/1705,18294
Laxton-1705-45-verso,Thrush,1,1705,1704-1705-45,1704-1705,1704/1705,18295
Laxton-1705-45-verso,Tissick,5,1705,1704-1705-45,1704-1705,1704/1705,18296
Laxton-1705-45-verso,Tympany,,1705,1704-1705-45,1704-1705,1704/1705,18297
Laxton-1705-45-verso,Twisting of the Guts,,1705,1704-1705-45,1704-1705,1704/1705,18298
Laxton-1705-45-verso,Ulcer,,1705,1704-1705-45,1704-1705,1704/1705,18299
Laxton-1705-45-verso,Vapours,,1705,1704-1705-45,1704-1705,1704/1705,18300
Laxton-1705-45-verso,Vomiting,,1705,1704-1705-45,1704-1705,1704/1705,18301
Laxton-1705-45-verso,Water in the Head,,1705,1704-1705-45,1704-1705,1704/1705,18302
Laxton-1705-45-verso,Wen,,1705,1704-1705-45,1704-1705,1704/1705,18303
Laxton-1705-45-verso,Wind,,1705,1704-1705-45,1704-1705,1704/1705,18304
Laxton-1705-45-verso,Wolf,,1705,1704-1705-45,1704-1705,1704/1705,18305
Laxton-1705-45-verso,Worms,1,1705,1704-1705-45,1704-1705,1704/1705,18306
Laxton-1705-45-verso,Abortive,,1705,1704-1705-45,1704-1705,1704/1705,18307
Laxton-1705-45-verso,Overlaid,,1705,1704-1705-45,1704-1705,1704/1705,18308
Laxton-1705-45-verso,Still-born,11,1705,1704-1705-45,1704-1705,1704/1705,18309
Laxton-1705-45-verso,Drowned,,1705,1704-1705-45,1704-1705,1704/1705,18310
Laxton-1705-45-verso,Found Dead,,1705,1704-1705-45,1704-1705,1704/1705,18311
Laxton-1705-45-verso,Executed,,1705,1704-1705-45,1704-1705,1704/1705,18312
Laxton-1705-45-verso,Killed,,1705,1704-1705-45,1704-1705,1704/1705,18313
Laxton-1705-45-verso,Suicide,1,1705,1704-1705-45,1704-1705,1704/1705,18314
Laxton-1705-45-verso,Other,1,1705,1704-1705-45,1704-1705,1704/1705,18315
Laxton-1705-46-verso,Aged,22,1705,1704-1705-46,1704-1705,1704/1705,18316
Laxton-1705-46-verso,Ague,,1705,1704-1705-46,1704-1705,1704/1705,18317
Laxton-1705-46-verso,Apoplexy,2,1705,1704-1705-46,1704-1705,1704/1705,18318
Laxton-1705-46-verso,Asthma,1,1705,1704-1705-46,1704-1705,1704/1705,18319
Laxton-1705-46-verso,Bed-ridden,1,1705,1704-1705-46,1704-1705,1704/1705,18320
Laxton-1705-46-verso,Blasted,,1705,1704-1705-46,1704-1705,1704/1705,18321
Laxton-1705-46-verso,Bleeding,,1705,1704-1705-46,1704-1705,1704/1705,18322
Laxton-1705-46-verso,Bloody-flux,,1705,1704-1705-46,1704-1705,1704/1705,18323
Laxton-1705-46-verso,Calenture,,1705,1704-1705-46,1704-1705,1704/1705,18324
Laxton-1705-46-verso,Cancer,2,1705,1704-1705-46,1704-1705,1704/1705,18325
Laxton-1705-46-verso,Canker,,1705,1704-1705-46,1704-1705,1704/1705,18326
Laxton-1705-46-verso,Chicken Pox,,1705,1704-1705-46,1704-1705,1704/1705,18327
Laxton-1705-46-verso,Child-Bed,7,1705,1704-1705-46,1704-1705,1704/1705,18328
Laxton-1705-46-verso,Chrisoms,2,1705,1704-1705-46,1704-1705,1704/1705,18329
Laxton-1705-46-verso,Cold,,1705,1704-1705-46,1704-1705,1704/1705,18330
Laxton-1705-46-verso,Colick,1,1705,1704-1705-46,1704-1705,1704/1705,18331
Laxton-1705-46-verso,Consumption,57,1705,1704-1705-46,1704-1705,1704/1705,18332
Laxton-1705-46-verso,Convulsion,108,1705,1704-1705-46,1704-1705,1704/1705,18333
Laxton-1705-46-verso,Cough,,1705,1704-1705-46,1704-1705,1704/1705,18334
Laxton-1705-46-verso,Cramp,,1705,1704-1705-46,1704-1705,1704/1705,18335
Laxton-1705-46-verso,Diabetes,,1705,1704-1705-46,1704-1705,1704/1705,18336
Laxton-1705-46-verso,Dropsie,16,1705,1704-1705-46,1704-1705,1704/1705,18337
Laxton-1705-46-verso,Falling-sickness,,1705,1704-1705-46,1704-1705,1704/1705,18338
Laxton-1705-46-verso,Fever,68,1705,1704-1705-46,1704-1705,1704/1705,18339
Laxton-1705-46-verso,Fistula,,1705,1704-1705-46,1704-1705,1704/1705,18340
Laxton-1705-46-verso,Flox and Small-Pox,29,1705,1704-1705-46,1704-1705,1704/1705,18341
Laxton-1705-46-verso,Flux,,1705,1704-1705-46,1704-1705,1704/1705,18342
Laxton-1705-46-verso,French-Pox,2,1705,1704-1705-46,1704-1705,1704/1705,18343
Laxton-1705-46-verso,Frets,,1705,1704-1705-46,1704-1705,1704/1705,18344
Laxton-1705-46-verso,Gangreen,,1705,1704-1705-46,1704-1705,1704/1705,18345
Laxton-1705-46-verso,Gout,,1705,1704-1705-46,1704-1705,1704/1705,18346
Laxton-1705-46-verso,Gravel,,1705,1704-1705-46,1704-1705,1704/1705,18347
Laxton-1705-46-verso,Grief,,1705,1704-1705-46,1704-1705,1704/1705,18348
Laxton-1705-46-verso,Griping in the Guts,24,1705,1704-1705-46,1704-1705,1704/1705,18349
Laxton-1705-46-verso,Headache,,1705,1704-1705-46,1704-1705,1704/1705,18350
Laxton-1705-46-verso,Headmouldshot,,1705,1704-1705-46,1704-1705,1704/1705,18351
Laxton-1705-46-verso,Hooping Cough,,1705,1704-1705-46,1704-1705,1704/1705,18352
Laxton-1705-46-verso,Hiccough,,1705,1704-1705-46,1704-1705,1704/1705,18353
