Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
3688,1251,1010,1,1719,,,37,,,Laxton-1719-37-recto,,,,1,,,1,,1,,,September,,,2,,,4,,,,1,,4,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,1,,,1,,,3,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,6,,,1,,,1,,,1,,,2,,,,1,,1,,,,1,,2,,,,1,,,1,,6,,,,1,,3,,,,1,,,1,,,1,,2,,,1,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,4,,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,44,,,72,,,,1,,40,,,,1,,1,,,6,,,24,,,12,,,1,,,8,,,7,,,18,,,45,,,,1,,27,,,30,,,15,,,3,,,,1,,,1,,119,,,237,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,33,,,6,,,9,,,6,,,5,,,23,,,18,,,,1,,24,,,4,,,9,,,19,,,,1,,22,,,15,,,70,,,126,,,268,,,,1,,12,,,8,,,,1,,32,,,,1,,8,,,51,,,2,,,,1,,36,,,,1,,73,,,149,,,,1,
4071,1451,2067,1,1741,,,37,,,Laxton-1741-37-recto,,,,1,,,1,,1,,,September,,,1,,,3,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,3,,,2,,,1,,,,1,,2,,,,1,,,1,,6,,,,1,,,1,,4,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,4,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,3,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,30,,,63,,,,1,,27,,,3,,,1,,,8,,,27,,,,1,,,1,,6,,,4,,,10,,,20,,,12,,,18,,,23,,,17,,,8,,,,1,,,1,,69,,,184,,,,1,,3,,,,1,,27,,,12,,,31,,,17,,,22,,,10,,,,1,,21,,,11,,,17,,,23,,,34,,,13,,,7,,,14,,,31,,,,1,,,1,,12,,,39,,,116,,,344,,,,1,,,1,,14,,,,1,,,1,,2,,,5,,,35,,,,1,,,1,,28,,,,1,,29,,,84,,,,1,
776,314,316,1,1701,,,38,,,Laxton-1701-38-recto,,,2,,,September,,,9,,,September,,,1,,,4,,,,1,,2,,,1,,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,3,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,1,,,2,,,1,,,,1,,,1,,1,,,,1,,36,,,53,,,0,,,17,,,1,,,,1,,2,,,13,,,8,,,,1,,3,,,3,,,9,,,18,,,,1,,16,,,9,,,9,,,,1,,,1,,,1,,89,,,108,,,0,,,,1,,,1,,,1,,,1,,,1,,,1,,35,,,2,,,3,,,12,,,7,,,6,,,16,,,,1,,11,,,2,,,3,,,11,,,,1,,4,,,5,,,41,,,91,,,158,,,0,,,6,,,7,,,,,1,17,,,,1,,4,,,26,,,1,,,,1,,14,,,,1,,77,,,75,,,0,,
948,366,323,1,1702,,,38,,,Laxton-1702-38-recto,,,1,,,September,,,8,,,September,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,2,,,1,,,1,,,,1,,1,,,2,,,,1,,5,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,4,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,38,,,45,,,0,,,17,,,,1,,,1,,5,,,19,,,13,,,,1,,4,,,,1,,11,,,17,,,,1,,22,,,11,,,13,,,2,,,,1,,,1,,87,,,134,,,0,,,,1,,1,,,,1,,,1,,,1,,,1,,43,,,4,,,7,,,7,,,3,,,12,,,10,,,,1,,10,,,7,,,7,,,18,,,,1,,9,,,5,,,57,,,100,,,200,,,0,,,9,,,8,,,,1,,20,,,,1,,7,,,33,,,3,,,,1,,17,,,,1,,76,,,97,,,0,,
1088,418,529,1,1703,,,38,,,Laxton-1703-38-recto,,,31,,,August,,,7,,,September,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,25,,,40,,,0,,,20,,,2,,,,1,,6,,,17,,,3,,,,1,,4,,,6,,,12,,,32,,,,1,,12,,,8,,,9,,,2,,1,,,1,,,1,81,,,138,,,0,,,,1,,8,,,,1,,,1,,,1,,,1,,36,,,,1,,3,,,9,,,2,,,6,,,16,,1,,1,,10,,,1,,,7,,,22,,,,1,,10,,,2,,,52,,,118,,,183,,,0,,,9,,,16,,,,1,,23,,,,1,,3,,,32,,,5,,,,1,,12,,,,1,,84,,,100,,,0,,
1262,470,360,1,1704,,,38,,,Laxton-1704-38-recto,,,29,,,August,,,5,,,September,,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,1,,,3,,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,2,,,34,,,58,,,0,,,23,,,1,,,1,,,5,,,11,,,13,,,1,,,6,,,2,,,14,,,16,,,,1,,14,,,20,,,14,,,,1,,,1,,,1,,85,,,141,,,0,,,,1,,3,,,,1,,,1,,,1,,,1,,33,,,7,,,6,,,19,,,,1,,6,,,20,,,,1,,9,,,5,,,4,,,20,,,,1,,17,,,15,,,56,,,94,,,220,,,0,,,10,,,8,,,,1,,20,,,,1,,2,,,30,,,4,,,,1,,24,,,,1,,54,,,98,,,0,,
1432,522,540,1,1705,,,38,,,Laxton-1705-38-recto,,,4,,,September,,,11,,,September,,,1,,,3,,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,1,,,7,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,1,,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,1,,,2,,,,1,,31,,,51,,,,1,,19,,,2,,,,1,,6,,,7,,,13,,,,1,,10,,,3,,,8,,,28,,,,1,,16,,,8,,,12,,,1,,,1,,,,1,,92,,,134,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,33,,,,1,,9,,,,1,,,1,,7,,,15,,,,1,,5,,,4,,,1,,,13,,,,1,,9,,,,1,,44,,,119,,,144,,,,1,,9,,,7,,,,1,,11,,,,1,,6,,,23,,,2,,,,1,,21,,,,1,,65,,,79,,,,1,
1604,574,778,1,1706,,,38,,,Laxton-1706-38-recto,,,,1,,,1,,10,,,September,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,2,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,2,,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,29,,,39,,,,1,,28,,,1,,,,1,,4,,,11,,,8,,,1,,,1,,,5,,,11,,,17,,,,1,,12,,,13,,,9,,,1,,,,1,,,1,,89,,,122,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,26,,,3,,,7,,,9,,,5,,,7,,,15,,,,1,,11,,,3,,,5,,,12,,,,1,,9,,,5,,,45,,,108,,,166,,,,1,,7,,,2,,,,1,,13,,,,1,,4,,,25,,,2,,,,1,,16,,,,1,,72,,,69,,,,1,
1741,625,789,1,1707,,,38,,,Laxton-1707-38-recto,,,,1,,,1,,2,,,September,,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,5,,,1,,,3,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,1,,,1,,,1,,,,1,,,1,,4,,,2,,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,35,,,51,,,,1,,22,,,4,,,,1,,3,,,12,,,11,,,4,,,4,,,6,,,5,,,27,,,,1,,8,,,17,,,13,,,6,,,2,,,,1,,97,,,144,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,31,,,2,,,9,,,8,,,4,,,7,,,9,,,,1,,8,,,2,,,5,,,12,,,,1,,7,,,6,,,46,,,128,,,160,,,,1,,8,,,7,,,,1,,23,,,,1,,5,,,27,,,3,,,,1,,18,,,,1,,74,,,91,,,,1,
1914,678,474,1,1708,,,38,,,Laxton-1708-36-recto,,,,1,,,1,,7,,,September,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,2,,,,1,,,1,,1,,,,1,,48,,,44,,,,1,,22,,,,1,,,1,,3,,,9,,,11,,,1,,,8,,,,1,,8,,,31,,,,1,,18,,,10,,,13,,,2,,,,1,,,1,,102,,,136,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,23,,,7,,,6,,,9,,,3,,,8,,,12,,,,1,,15,,,1,,,6,,,13,,,,1,,5,,,3,,,45,,,111,,,158,,,,1,,4,,,8,,,,1,,23,,,,1,,3,,,20,,,4,,,,1,,13,,,,1,,69,,,75,,,,1,
2056,730,602,1,1709,,,38,,,Laxton-1709-38-recto,,,,1,,,1,,6,,,September,,,2,,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,4,,,3,,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,3,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,4,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,1,,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,2,,,1,,,,1,,,1,,,1,,1,,,47,,,56,,,,1,,17,,,,1,,,1,,7,,,14,,,10,,,,1,,1,,,3,,,10,,,19,,,,1,,10,,,13,,,9,,,7,,,1,,1,,1,,102,,,121,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,31,,,2,,,9,,,6,,,,1,,5,,,13,,,,1,,8,,,,1,,2,,,15,,,,1,,9,,,3,,,,1,,76,,,105,,,,1,,10,,,14,,,,1,,20,,,,1,,3,,,29,,,3,,,,1,,9,,,,1,,76,,,88,,,,1,
2228,782,879,1,1710,,,38,,,Laxton-1710-38-recto,,,,1,,,1,,5,,,September,,,,1,,2,,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,27,,,38,,,,1,,14,,,,1,,,1,,2,,,12,,,15,,,,1,,4,,,3,,,3,,,35,,,,1,,19,,,18,,,11,,,3,,,,1,,,1,,66,,,139,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,40,,,1,,,6,,,9,,,7,,,10,,,10,,,,1,,4,,,,1,,,1,,16,,,,1,,6,,,4,,,43,,,101,,,159,,,,1,,10,,,7,,,,1,,14,,,,1,,5,,,24,,,2,,,,1,,16,,,,1,,57,,,78,,,,1,
2415,834,676,1,1711,,,38,,,Laxton-1711-38-recto,,,,1,,,1,,4,,,September,,,1,,,1,,,1,,,3,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,3,,,1,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,,1,,40,,,45,,,,1,,18,,,,1,,1,,,1,,,6,,,8,,,,1,,7,,,3,,,6,,,15,,,,1,,18,,,13,,,11,,,,1,,,1,,,1,,89,,,107,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,20,,,2,,,6,,,5,,,,1,,7,,,7,,,,1,,12,,,,1,,,1,,13,,,,1,,6,,,2,,,39,,,90,,,121,,,,1,,5,,,5,,,,1,,12,,,,1,,2,,,21,,,3,,,,1,,10,,,,1,,50,,,58,,,,1,
2571,886,909,1,1712,,,38,,,Laxton-1712-38-recto,,,,1,,,1,,2,,,September,,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,3,,,1,,,1,,,1,,,,1,,33,,,45,,,,1,,21,,,1,,,1,,,4,,,12,,,11,,,3,,,4,,,3,,,6,,,13,,,,1,,22,,,11,,,6,,,1,,,,1,,,1,,97,,,119,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,21,,,,1,,6,,,3,,,5,,,7,,,9,,,,1,,8,,,5,,,4,,,16,,,,1,,7,,,7,,,43,,,110,,,145,,,,1,,5,,,10,,,,1,,22,,,,1,,7,,,18,,,4,,,,1,,23,,,,1,,61,,,89,,,,1,
