notesID|weekID|billsection|inputternote|notetype
1740|1699/15|counts|4 missing christenings, could not find disrepancy|totals discrepancy
1741|1699/19|counts|4 additional christenings, could not find discrepancy|totals discrepancy
1742|1699/26|counts|10 additional burials in Outparishes, could not find discrepancy|totals discrepancy
1743|1699/30|counts|2 missing burials in Within the Walls, could not find discrepany|totals discrepancy
1744|1699/38|counts|8 additional christenings, could not find discrepancy|totals discrepancy
1745|1699/40|counts|10 additional burials in overall total, could not find discrepancy|totals discrepancy
1746|1699/41|counts|2 missing burials from overall total, could not find discrepancy|totals discrepancy
1747|1699/49|counts|1 missing burial from Outparishes, could not find discrepancy|totals discrepancy
1748|1700/02|counts|Dates now listed as 1699-1700 until the week containing 25th march. Included here as 1699 until then.|interpretation
1749|1700/20|counts|1 missing burial from Within the Walls, could not find disrepancy|totals discrepancy
1750|1700/27|counts|First column of Without the Walls faded and unreadable, hence missing 54 burials|totals discrepancy
1751|1700/29|counts|4 missing burials in Westminster, could not find discrepancy|totals discrepancy
1752|1700/36|counts|Additional christening in overall totals, could not find discrepancy|totals discrepancy
1753|1700/46|counts|2 additional burials in Westminster and missing from total, could not find discrepancy|totals discrepancy
1754|1701/16|counts|4 missing christenings, could not find discrepancy|totals discrepancy
1755|1702/24|counts|10 missing christenings, could not find discrepany|totals discrepancy
1756|1702/37|counts|1 additional burial in Within the Walls, could not find discrepancy|totals discrepancy
1757|1702/47|counts|2 additional burials in Westminsterand missing from total, could not find discrepancy|totals discrepancy
1758|1703/08|counts|1 missing burial in Without the Walls, could not find discrepancy|totals discrepancy
1759|1703/10|counts|Additional burial in Westminster, could not find discrepancy|totals discrepancy
1760|1703/16|counts|3 missing burials in Westminster, could not find discrepancy|totals discrepancy
1761|1703/33|counts|9 missing burials in Without the Walls, could not find disrepancy|totals discrepancy
1762|1703/38|counts|2 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
1763|1703/42|counts|3 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
1764|1704/10|counts|10 additional burials in Outparishes, ould not find discrepancy|totals discrepancy
1765|1704/21|counts|4 missing christenings, could not find discrepancy|totals discrepancy
1766|1704/40|counts|Additional christening, could not find discrepancy|totals discrepancy
1767|1704/44|counts|6 additional burials in Outparishes, could not find discrepancy|totals discrepancy
1768|1704/48|counts|54 additional christenings, could not find discrepancy|totals discrepancy
1769|1705/14|counts|2 additional burials in Outparishes, could not find discrepancy|totals discrepancy
1770|1705/33|counts|3 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
1771|1705/35|counts|Missing burial in Without the Walls, could not find discrepancy|totals discrepancy
1772|1705/36|counts|20 additional christenings, could not find discrepancy|totals discrepancy
1773|1706/20|counts|2 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
1774|1708/08|counts|1 additional burial in Within the Walls, 1 missing in Outparishes, could not find discrepancy|totals discrepancy
1775|1708/14|counts|4 missing burials from Within the Walls, could not fi discrepancy|totals discrepancy
1776|1708/41|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
1777|1709/40|counts|First digit missing from total for females christened: inluded here as 143 as typeset error in missing 100|totals discrepancy
1778|1710/49|counts|Noted in bill: 'There came no report from Stepney this week'|reporting period != this week
1779|1711/02|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
1780|1711/42|counts|10 additional burials in Westminster, could not find discrepancy|totals discrepancy
1781|1712/18|counts|Overall burial total given as 368, probably typeset error in female total with extra hundred.|totals discrepancy
1782|1712/53|counts|Missing burial in Outparishes, could not find discrepancy|totals discrepancy
1783|1713/05|counts|10 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
1784|1713/10|counts|30 missing burials in Westminster, first digit of MITF too faded to read, included as 31.|totals discrepancy
1785|1713/15|counts|Bill heavily marked and blotched, difficult to confirm counts. Westminster total for christening unreadable, inferrred from overall totals.|legibility
1786|1713/16|counts|2 missing from Outparishes, could not find discrepancy|totals discrepancy
1787|1713/29|counts|3 burials missing from Within the Walls, obscuring blotch over MAST to MIBS|totals discrepancy; part missing: illegible
1788|1713/33|counts|Heavily blotched and MASS to MIQH counts not visible.|part missing: illegible
1789|1713/35|counts|Missing burial in Westminster, could not find discrepancy|totals discrepancy
1790|1714/22|counts|3 additional burials in Within the Walls, 97 additional in total, could not find discrepancy though overall total is 633, which male/female totals do not sum to. 2 missing christenings from total|totals discrepancy
1791|1714/29|counts|Ink marks and blotches in 3rd column of Within the Walls, discrepancies may be inluded.|legibility
1792|1714/43|counts|Missing burial from Within the Walls, could not find discrepancy|totals discrepancy
1793|1715/06|counts|13 missing burials in Without the Walls, could not find discrepancy|totals discrepancy
1794|1715/07|counts|Additional burial in Outparishes, could not find discrepancy|totals discrepancy
1795|1715/42|counts|20 additional christenings, could not find discrepancy|totals discrepancy
1796|1716/03|counts|3 missing burials from Within the Walls, could not find disrepancy|totals discrepancy
1797|1716/04|counts|9 additional burials i Outparishes, could not find disrepancy|totals discrepancy
1798|1716/07|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
1799|1716/09|counts|36 additional christenings in total, could not find discrepancy|totals discrepancy
1800|1716/10|counts|Missing burial from Within the Walls, could not find discrepancy|totals discrepancy
1801|1716/26|counts|2 burials missing from Westminster, could not find discrepancy|totals discrepancy
1802|1716/32|counts|10 additional christenings, could not find discrepancy|totals discrepancy
1803|1716/38|counts|1 missing burial in Within the Walls,could not find discrepancy|totals discrepancy
1804|1716/39|counts|Additional christening to totals, could not find discrepancy|totals discrepancy
1805|1716/42|counts|Additional burial in Outparishes, could not find discrepancy|totals discrepancy
1806|1717/18|counts|60 additional burials in Outparishes, could not find discrepancy.STEP and GITF counts very high compared to previous|totals discrepancy
1807|1717/19|counts|1 additional burial in Westminster, could not find discrepancy|totals discrepancy
1808|1717/24|counts|1 additional burial in Westminster, could not find discrepancy|totals discrepancy
1809|1717/27|counts|Type smudged and blotted in Outparishes and Westminster, cannot make out counts of most parishes|part missing: damaged
1810|1717/29|counts|Type smudged and blotted in Outparishes and Westminster, hard to make out counts of most parishes|part missing: damaged
1811|1717/39|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
1812|1717/50|counts|2 missing burials in Without the Walls and additional in overall total, could not find discrepancies|totals discrepancy
1813|1718/01|counts|60 missing christenings from total, could not find discrepancy.|totals discrepancy
1814|1718/03|counts|10 missing from burial total - altered by hand to 442 instead of 332.|totals discrepancy
1815|1718/04|counts|Stepney Parish report from week 3 included in this, missed 'by mistake of the penny post' 30 missing from christening total, could not find discrepancy|reporting period != this week; totals discrepancy
1816|1718/06|counts|7 additional christenings, could not find discrepancy|totals discrepancy
1817|1718/08|counts|1 missing burial in Without the Walls, could not find discrepancy|totals discrepancy
1818|1718/27|counts|7 missing burials in Outparishes, could not find discrepancy|totals discrepancy
1819|1718/34|counts|1 missing burial from Westminster, could not find discrepancy|totals discrepancy
1820|1718/48|counts|Westminster counts very blotched and hard to make out.|legibility
1821|1719/01|counts|STEP report missing|reporting period != this week
1822|1719/02|counts|STEP report from previous week included in this week.|reporting period != this week
1823|1719/24|counts|No report from JSFI|reporting period != this week
1824|1719/42|counts|JOWP and PASW reports missing, note from week 43 as included there|reporting period != this week
1825|1719/44|counts|AWHB report missing, inluded in week 45|reporting period != this week
1826|1720/02|counts|PCOV report missing, included in week 3|reporting period != this week
1827|1720/03|counts|PCOV from week 2 included this week|reporting period != this week
1828|1720/10|counts|PASW report missing, included in week 11|reporting period != this week
1829|1720/11|counts|PASW report from previous week included this week. Blotch over count for Increase in burials|reporting period != this week
1830|1720/12|counts|PASW report missing, included in week 13|reporting period != this week
1831|1720/13|counts|PASW report from previous week included this week.|reporting period != this week
1832|1720/28|counts|4 missing from Within the Walls, blotch obscuring OLHS to PECH|totals discrepancy; part missing: illegible
1833|1721/03|counts|JSFI report missing, included in week 4|reporting period != this week
1834|1721/04|counts|JSFI burials from week 3 included in this week.|reporting period != this week
1835|1721/06|counts|CLRK report missing, included in week 7|reporting period != this week
1836|1721/07|counts|CLRK report from week 6 included this week|reporting period != this week
1837|1721/09|counts|10 additional burials in total, overall total given as 675 but seperate ones sum to 665|totals discrepancy
1838|1721/16|counts|AWHB report missing, included in week 17|reporting period != this week
1839|1721/17|counts|AWHB report from week 16 included here|reporting period != this week
1840|1721/18|counts|2 missing burials from Outparishes, bill faded, could not find discrepancy|totals discrepancy
1841|1721/29|counts|4 missing burials from Outparishes, blotch over JOWP obsuring count.|totals discrepancy; part missing: illegible
1842|1721/39|counts|JSFI report from this week missing, included i week 40|reporting period != this week
1843|1721/40|counts|JSFI report from week 40 included in this week|reporting period != this week
1844|1721/41|counts|1 missing burial in Within the Walls, could not find discrepancy|totals discrepancy
1845|1722/19|counts|1 missing burial from Without the Walls, could not find discrepancy|totals discrepancy
1846|1722/37|counts|JSFI report for week 37 missing, included in week 38|reporting period != this week
1847|1722/38|counts|JSFI report for week 37 missing, included in week 38|reporting period != this week
1848|1722/48|counts|3 missing burials in Within the Walls, blotch obscuring MIQN and MIPR counts, could not find other discrepancy|totals discrepancy; part missing: illegible
1849|1723/10|counts|36 christenings missing from total, could not find discrepancy|totals discrepancy
1850|1724/13|counts|20 additional burials in Westminster, ould not find discrepancy|totals discrepancy
1851|1724/19|counts|10 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
1852|1724/34|counts|1 missing burial from Within the Walls, could not find discrepancy|totals discrepancy
1853|1724/37|counts|No report for STEP|reporting period != this week
1854|1724/38|counts|STEP report from week 37 missing, included in week 38|reporting period != this week
1855|1724/44|counts|JSFI report missing from week 44|reporting period != this week
1856|1724/45|counts|JSFI report from week 44 missing, included in week 45|reporting period != this week
1857|1724/50|counts|4 missing burials from Without the Walls, total and columns faded, could not find discrepancy|totals discrepancy
1858|1725/03|counts|12 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
1859|1725/22|counts|JSFI report missing|reporting period != this week
1860|1725/23|counts|JSFI report missing from week 22, included in week 23|reporting period != this week
1861|1725/51|counts|100 missing christenings from total, could not find discrepancy, overall total of 345 is 100 less than male/female sum.|totals discrepancy
1862|1726/07|counts|AWHB report missing for week 7|reporting period != this week
1863|1726/08|counts|AWHB report from week 7 included in week 8|reporting period != this week
1864|1726/16|counts|AWHB report for week 16 missing|reporting period != this week
1865|1726/17|counts|AWHB report for week 17 missing, included in week 18|reporting period != this week
1866|1726/36|counts|30 additional burials in outparishes, and missing from totals, could not find discrepancy|totals discrepancy
1867|1726/39|counts|10 missing burials from Outparishes, second digit of STEP too faded to make out|totals discrepancy
1868|1726/46|counts|Without the Walls missing 1 burial, could not find disrepancy|totals discrepancy
1869|1726/50|counts|JSFI report missing for week 50|reporting period != this week
1870|1726/51|counts|JSFI report missing for week 50 is included in week 51|reporting period != this week
1871|1727/03|counts|1 missing christening in male/female totals and overall total is one less than that sum|totals discrepancy
1872|1727/04|counts|1 burial missing from Without the Walls, could not find discrepancy|totals discrepancy
1873|1727/11|counts|45 additional christenings in sum of male/female, overall total 45 more than sum.|totals discrepancy
1874|1727/38|counts|10 missing burials in Without the Walls, could not find discrepancy|totals discrepancy
1875|1727/46|counts|AWHB report missing for week 46|reporting period != this week
1876|1728/51|counts|JSFI report missing from week 51|reporting period != this week
1877|1728/52|counts|JSFI report from week 51 missing, included in week 52|reporting period != this week
1878|1729/02|counts|PEVI added to Within the Walls|format change
1879|1729/03|counts|GEQS added to Outparishes in week 3|format change
1880|1729/10|counts|GICG and CLRK missing from week 10, included in week 11|reporting period != this week
1881|1729/11|counts|GICG and CLRK missing from week 10, included in week 11|reporting period != this week
1882|1729/19|counts|STEP and CLRK counts missing second digits, tens column for both too faded to make out|part missing: illegible
1883|1729/23|counts|10 missing christenings in overall total, could not find discrepancy|totals discrepancy
1884|1729/31|counts|CRSF introduced in Outparishes|format change
1885|1729/33|counts|GEEA introduced into Outparishes|format change
1886|1729/43|counts|GEHS introduced into Outparishes in week 43|format change
1887|1729/44|counts|25 burials missing from Outparishes, ould not find discrepancy. STEP count 6, previous counts in 30s, possible missing digit in 10s column.|totals discrepancy
1888|1730/01|counts|GEHS moved to Westminster parish group|format change
1889|1730/06|counts|BERM count quite faded, 11 missing from total, included as 11|legibility
1890|1730/29|counts|1 missing burial from Outparishes, could not find discrepancy|totals discrepancy
1891|1730/41|counts|ANNL introduced into Outparishes. 1 missing burial from Within the Walls, could not find discrepancy|totals discrepancy
1892|1730/50|counts|10 additional christenings, sum of males and females is 30 more than total|totals discrepancy
1893|1731/06|counts|PEVI removed from bill this week, 97 parishes left in Within the Walls|format change
1894|1731/07|counts|51 christenings more than total, could not find discrepancy|totals discrepancy
1895|1731/14|counts|67 missing christenings from total, parish counts sum to 325.|totals discrepancy
1896|1731/16|counts|1 additional burial in Westminster, could not find discrepancy|totals discrepancy
1897|1731/17|counts|GEBL introduced in Outparishes|format change
1898|1731/19|counts|Total of males and females buried is 627, leaving 100 missing burials|totals discrepancy
1899|1731/21|counts|Additional burial in Westminster, and missing from overall total|totals discrepancy
1900|1731/29|counts|30 additional christenings to total, ould not find discrepancy|totals discrepancy
1901|1731/33|counts|JEVW added to Westminster.|format change
1902|1732/07|counts|51 additional burials in Westminster and missing from totals, probable addition error in Westminster. 56 christenings missing from total, could not find discrepancy.|totals discrepancy
1903|1732/20|counts|GICG, GHS, MRGW reports all missing from week 20, included in week 21|reporting period != this week
1904|1732/21|counts|GICG, GHS, MRGW reports all missing from week 20, included in week 21|reporting period != this week
1905|1732/25|counts|GICG report from week 25 missing, included in week 26|reporting period != this week
1906|1732/26|counts|GICG report from week 25 missing, included in week 26|reporting period != this week
1907|1732/39|counts|Westminster and Outparishes faded and difficult to make out|legibility
1908|1732/43|counts|JSFI and MITF reports from week 43 missing, included in week 44|reporting period != this week
1909|1732/44|counts|JSFI and MITF reports from week 43 missing, included in week 44|reporting period != this week
1910|1732/49|counts|JSFI report from week 49 missing, included in week 50|reporting period != this week
1911|1732/50|counts|JSFI report from week 49 missing, included in week 50. PASW report from week 50 missing, included in week 51|reporting period != this week
1912|1732/51|counts|PASW report from week 50 missing, included in week 51|reporting period != this week
1913|1733/10|counts|MRGW report from week 10 missing, included in week 11. GEEA renamed as 'St George in Middlesex'|reporting period != this week; format change
1914|1733/11|counts|MRGW report from week 10 missing, included in week 11|reporting period != this week
1915|1733/22|counts|JSFI report from week 21 missing, included in week 22. ANNL, STEP and JOWP reports missing from week 22, included in week 23|reporting period != this week
1916|1733/23|counts|ANNL, STEP and JOWP reports missing from week 22, included in week 23|reporting period != this week
1917|1733/25|counts|27 burials missing from Westmister ould not find discrepancy|totals discrepancy
1918|1733/27|counts|ANWS report for week 27 missing included in week 28|reporting period != this week
1919|1733/28|counts|JOSW included in Outparishes, ANWS report for week 27 missing included in week 28|format change; reporting period != this week
1920|1733/31|counts|MRGW report from week 31 missing, inlcluded in week 32|reporting period != this week
1921|1733/32|counts|MRGW report from week 31 missing, included in week 32|reporting period != this week
1922|1733/34|counts|ANNL, LAMB, MITF reports from week 34 missing, included in week 35|reporting period != this week
1923|1733/35|counts|ANNL, LAMB, MITF reports from week 34 missing, included in week 35|reporting period != this week
1924|1733/36|counts|ANNL and ANWS reports from week 36 missing|reporting period != this week
1925|1733/38|counts|Within the Walls third column faded|legibility
1926|1733/40|counts|JSFI report from week 40 missing, included in week 41|reporting period != this week
1927|1733/41|counts|JSFI report from week 40 missing, included in week 41|reporting period != this week
1928|1733/43|counts|GEOS, OLSW, THSW, JOSW and JOWP missing from week 43 and included in week 44|reporting period != this week
1929|1733/44|counts|GEOS, OLSW, THSW, JOSW and JOWP missing from week 43 and included in week 44|reporting period != this week
1930|1733/49|counts|LUMD included in Without the Walls misplaced, hence 13 additional burials in Outparishes and missing from Within the Walls|totals discrepancy
1931|1733/50|counts|LUMD moved from Without the Walls to Outparishes. (20 burials)|format change
1932|1734/02|counts|BOBP, GEEA, HACK, LAMB, ANWS and MRGW missing from week 2, included in week 3|reporting period != this week
1933|1734/03|counts|BOBP, GEEA, HACK, LAMB, ANWS and MRGW missing from week 2, included in week 3|reporting period != this week
1934|1734/17|counts|AWHB and GEHS reports from week 17 missing, included in week 18|reporting period != this week
1935|1734/18|counts|AWHB and GEHS reports from week 17 missing, included in week 18|reporting period != this week
1936|1734/31|counts|ANWS and GEHS reports missing for week 31|reporting period != this week
1937|1735/31|counts|GEOS, OLSW, JOSW and THSW reports for week 31 missing|reporting period != this week
1938|1735/35|counts|1 burial missing from Without the Walls, could not find discrepancy|totals discrepancy
1939|1736/02|counts|Additional burial in Outparishes, could not find discrepancy|totals discrepancy
1940|1736/28|counts|Westminster last column(MALS, SAVY, PCOV all missing as page corner torn, burial total gone.|part missing: damaged
1941|1736/33|counts|3 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
1942|1736/42|counts|30 missing burials in Westminster, could not find discrepancy|totals discrepancy
1943|1736/45|counts|4 missing burials in Outparishes, could not find discrepancy|totals discrepancy
1944|1736/52|counts|5 missing christenings, could not find discrepancy|totals discrepancy
1945|1737/32|counts|10 burials missing from Outparishes, could not find discrepancy|totals discrepancy
1946|1737/41|counts|7 missing burials from Without the Walls, first column very faded, could not find discrepancy|totals discrepancy
1947|1738/01|counts|No report from GEHS in week 1|reporting period != this week
1948|1738/04|counts|No report from GEHS in week 4|reporting period != this week
1949|1738/06|counts|30 missing christenings could not find discrepancy|totals discrepancy
1950|1738/08|counts|No report from GEHS in week 8|reporting period != this week
1951|1738/11|counts|GEHS report missing  from week 11. 5 additional burials in overall burial total, given total is 504, which male and female counts do not sum to.|reporting period != this week; totals discrepancy
1952|1738/13|counts|GEHS report for week 13 missing|reporting period != this week
1953|1738/16|counts|GEHS report for week 16 missing, 40 missing christenings|reporting period != this week; totals discrepancy
1954|1738/18|counts|GEHS report for week 18 missing|reporting period != this week
1955|1738/25|counts|GEHS report for week 25 missing|reporting period != this week
1956|1738/33|counts|GEHS report missing for week 33|reporting period != this week
1957|1738/35|counts|GEHS report missing for week 35|reporting period != this week
1958|1738/36|counts|GEHS report for week 36 missing|reporting period != this week
1959|1738/40|counts|GEHS report for week 40 missing|reporting period != this week
1960|1738/41|counts|GEHS report for week 41 missing|reporting period != this week
1961|1738/43|counts|GEHS report for week 43 missing|reporting period != this week
1962|1738/48|counts|GEHS report missing for week 48|reporting period != this week
1963|1738/49|counts|GEHS report for week 49 missing|reporting period != this week
1964|1738/51|counts|GEHS report for week 51 missing|reporting period != this week
1965|1738/52|counts|20 missing burials in Westminster, could not find discrepancy|totals discrepancy
1966|1739/01|counts|GEHS report for week 1 missing|reporting period != this week
1967|1739/02|counts|GEHS report for week 2 missing|reporting period != this week
1968|1739/05|counts|GEHS report for week 5 missing|reporting period != this week
1969|1739/06|counts|GEHS report for week 6 missing. 10 additional christenings to total, could not find discrepancy|reporting period != this week; totals discrepancy
1970|1739/16|counts|GEHS report missing for week 16|reporting period != this week
1971|1739/19|counts|6 missing burials from Outparishes, could not find discrepancy|totals discrepancy
1972|1739/23|counts|11 missing from Without the Walls and SEPU faded almost completely obscured, included as 11|totals discrepancy
1973|1739/25|counts|GEHS report for week 25 missing|reporting period != this week
1974|1740/02|counts|3 missing christenings from total, could not find discrepancy|totals discrepancy
1975|1740/15|counts|AWHB and GEHS reports for week 15 missing|reporting period != this week
1976|1740/19|counts|No report for MRGW in week 19|reporting period != this week
1977|1740/25|counts|GEHS report for week 25 missing|reporting period != this week
1978|1740/26|counts|GEHS report for week 26 missing|reporting period != this week
1979|1740/27|counts|GEHS report for week 27 missing|reporting period != this week
1980|1740/28|counts|GEHS reports for weeks 25, 26 and 27 missing. 10 additional burials in total, could not find discrepancy|reporting period != this week; totals discrepancy
1981|1740/31|counts|10 additional burials in Without the walls, 5 in Westminster, could not find discrepancy|totals discrepancy
1982|1740/32|counts|Missing christening in total, could not find discrepancy|totals discrepancy
1983|1740/41|counts|8 burials missing from Westminster, could not find discrepancy|totals discrepancy
1984|1740/48|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
1985|1741/10|counts|3 missing from Westminster as page too faded to confirm|totals discrepancy
1986|1741/17|counts|HACK report 11 instead of 51 (note in week 18), 9 additional in overall christenings, could not find discrepancy|totals discrepancy
1987|1741/32|counts|4 missing burials in Without the Walls, 5 in Westminster,  could not find discrepancy|totals discrepancy
1988|1741/37|counts|1 missing burial from total, could not find discrepancy|totals discrepancy
1989|1741/46|counts|ANWS report missing for weeks 46 and 47|reporting period != this week
1990|1741/47|counts|ANWS report missing for weeks 46 and 47|reporting period != this week
1991|1742/02|counts|AWHB and JSFI reports for week 2 missing|reporting period != this week
1992|1742/05|counts|7 burials missing from overall total, could not find discrepancy|totals discrepancy
1993|1742/06|counts|HACK report missing for week 6|reporting period != this week
1994|1742/07|counts|2 missing christenings in total, could not find discrepancy|totals discrepancy
1995|1742/08|counts|2 additional burials in Outparishes, could not find discrepancy. WHCL and ANWS report for week 8 missing|totals discrepancy; footnote
1996|1742/09|counts|Buried total for females listed as 547, 200 more than actual total given, probably typeset error so included as 347|totals discrepancy
1997|1742/10|counts|32 burials missing from Outparishes, page faded, could not find disrepancy|totals discrepancy
1998|1742/13|counts|20 missing christenings from total, could not find discrepancy|totals discrepancy
1999|1742/24|counts|3 additional burials in total, could not find discrepancy|totals discrepancy
2000|1742/30|counts|2 additional burials in overall total, ould not find discrepancy|totals discrepancy
2001|1742/35|counts|6 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2002|1742/37|counts|1 missing burial in Outparishes, could not find discrepancy|totals discrepancy
2003|1742/38|counts|2 additional burials in Westminster, could not find discrepancy|totals discrepancy
2004|1742/39|counts|1 burial missing from Outparishes, could not find discrepancy|totals discrepancy
2005|1742/40|counts|15 additional burials in Westminster and missing from total, total of Westminster parish counts is 56 not 41. 25 missing christenings, could not find discrepancy|totals discrepancy
2006|1742/41|counts|36 additional burials in Outparishes and missing from overall total. Possible addition error|totals discrepancy
2007|1742/42|counts|10 additional christenings, could not find discrepancy|totals discrepancy
2008|1742/46|counts|6 missing christenings from total, could not find discrepancy|totals discrepancy
2009|1742/47|counts|1 missing christening from total, could not find discrepancy|totals discrepancy
2010|1742/49|counts|2 missing burials in Westminster, could not find discrepancy|totals discrepancy
2011|1742/51|counts|30 missing burials in Outparishes, could not find discrepancy|totals discrepancy
2012|1743/02|counts|4 burials missing from total, could not find discrepancy|totals discrepancy
2013|1743/12|counts|2 additional christenings, could not find discrepancy|totals discrepancy
2014|1743/13|counts|5 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2015|1743/16|counts|6 additional burials in Without the Walls, 10 missing christenings from total, could not find disrepancies|totals discrepancy
2016|1743/21|counts|1 missing burial from total, could not find discrepancy|totals discrepancy
2017|1743/22|counts|2 additional burials i Westminster, could not find discrepancy|totals discrepancy
2018|1743/24|counts|10 additional burials in Without the Walls could not find discrepancy|totals discrepancy
2019|1743/25|counts|5 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2020|1743/29|counts|5 additional burials in Westminster, could not find discrepancy|totals discrepancy
2021|1743/33|counts|1 missing burial in Without the Walls, could not find discrepancy|totals discrepancy
2022|1743/40|counts|20 christenings missing from total, could not find discrepancy|totals discrepancy
2023|1743/42|counts|10 additional burials in Westminster, could not find discrepancy|totals discrepancy
2024|1743/46|counts|3 additional burials in Westminster, could not find discrepancy|totals discrepancy
2025|1743/52|counts|10 additional burials in Without the Walls,could not find discrepancy|totals discrepancy
2026|1744/06|counts|5 additional burials in Westminster, could not find discrepancy|totals discrepancy
2027|1744/07|counts|5 additional burials in Westminster, could not find discrepancy|totals discrepancy
2028|1744/09|counts|50 missing christenings from total, could not find discrepancy|totals discrepancy
2029|1744/13|counts|3 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2030|1744/14|counts|1 missing burial from Without the Walls, NICC to OLHS obscured with blotch|totals discrepancy; part missing: damaged
2031|1744/18|counts|Additional burial in Within the Walls and missing from total, probably addition error, could not find discrepancy|totals discrepancy
2032|1744/20|counts|60 additional christenings in total, could not find discrepancy|totals discrepancy
2033|1744/33|counts|Additional christening in overall total, could not find discrepancy|totals discrepancy
2034|1744/37|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2035|1744/39|counts|10 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2036|1744/41|counts|2 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2037|1744/43|counts|AWHB listed as 157, which is 140 more than total for parish group and probably typeset, have included as 17. 2 Additional burials in Westminster, could not find discrepancy|totals discrepancy
2038|1744/45|counts|1 missing christening from total, could not find discrepancy|totals discrepancy
2039|1744/47|counts|18 missing christenings from total, could not find discrepancy|totals discrepancy
2040|1744/48|counts|10 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2041|1745/02|counts|46 missing burials from Without the Walls and additional to overall total, probably addition or typeset error, 11 additional christenings to total, could not find discrepancy|totals discrepancy
2042|1745/05|counts|6 burials missing from Westminster, could not find discrepancy|totals discrepancy
2043|1745/10|counts|10 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2044|1745/11|counts|6 additional christenings, could not find discrepacy|totals discrepancy
2045|1745/13|counts|3 missing burials from Without the Walls, 2 christenings missing from total, could not find discrepancy|totals discrepancy
2046|1745/14|counts|100 additional burials in total, male burials listed as 285, could be typeset error from 185. 1 additional burial in Westminster|totals discrepancy
2047|1745/21|counts|3 missing christenings, could not find discrepancy|totals discrepancy
2048|1745/24|counts|10 missing christenings from total, middle digit of females total faded, could not find other discrepancy|totals discrepancy
2049|1745/45|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2050|1745/50|counts|2 additional burials in Outparishes30 missing christenings from total, could not find discrepancy|totals discrepancy
2051|1745/51|counts|4 burials missing from Within the Walls, could not find discrepancy|totals discrepancy
2052|1745/52|counts|5 additional burials in Outparishes, 9 missing christenings from total, could not find discrepancy|totals discrepancy
2053|1746/04|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2054|1746/06|counts|1 additional burial to overall total. Could not find discrepancy|totals discrepancy
2055|1746/10|counts|95 missing burials from Westminster, first four parishes are completely faded and unable to make out.|totals discrepancy; part missing: illegible
2056|1746/15|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2057|1746/17|counts|1 additional burial in Without the Walls, could not find discrepancy|totals discrepancy
2058|1746/18|counts|90 additional christenings, could not find discrepancy|totals discrepancy
2059|1746/28|counts|4 additional burials in Within the Walls, 8 missing christenings, could not find discrepancy|totals discrepancy
2060|1746/30|counts|45 missing christenings from total, 1 additional burial to total, could not find discrepancies|totals discrepancy
2061|1746/32|counts|MWBG inluded in Outparishes. Additional burial in Within the Walls, could not find discrepancy. 10 missing burials from Outparishes and additional to overall total.|format change; totals discrepancy
2062|1746/34|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2063|1746/37|counts|25 added in handwritng to MITF in Westminster, additional to group total but included in overall total|totals discrepancy
2064|1746/39|counts|Missing christening, could not find discrepancy|totals discrepancy
2065|1746/45|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2066|1746/52|counts|ANWS second digit too faded, 5 missing from total so included as 15.|legibility
2067|1747/01|counts|Additional burial in Westminster, could not find discrepancy|totals discrepancy
2068|1747/02|counts|105 missing christenings, could not find discrepancy|totals discrepancy
2069|1747/05|counts|10 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2070|1747/07|counts|STEP listed as 81 but only 18 including total, have included as 18 due to probable typeset error|legibility
2071|1747/14|counts|16 burials additional to Within the Walls and missing from total, addition error most likely discrepancy|totals discrepancy
2072|1747/17|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2073|1747/21|counts|20 additional burials in Westminster, could not find discrepancy|totals discrepancy
2074|1747/32|counts|1 missing christening, could not find discrepancy|totals discrepancy
