Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
9061,31788,7155,1,1736,,,2,,,Laxton-1736-02-recto,,,,1,,,1,,28,,,December,,,3,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,,,,,1,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,2,,,1,,,1,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,,45,,,,1,,21,,,3,,,2,,,4,,,17,,,9,,,,,,4,,,4,,,8,,,10,,,9,,,11,,,14,,,11,,,3,,,1,,,,,,87,,,131,,,,1,,3,,,,,,20,,,27,,,7,,,16,,,4,,,15,,,6,,,2,,,7,,,4,,,20,,,25,,,3,,,9,,,8,,,4,,,7,,,18,,,,1,,5,,,118,,,210,,,,1,,7,,,9,,,,,,,,,7,,,,,,38,,,2,,,1,,,2,,,,1,,35,,,66,,,,1,
9062,31789,7156,1,1736,,,3,,,Laxton-1736-03-recto,,,,1,,,1,,4,,,January,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,1,,,,,,5,,,,,,,,,,,,,,,,,,25,,,46,,,,1,,15,,,1,,,,,,4,,,14,,,8,,,,,,3,,,3,,,7,,,8,,,6,,,12,,,14,,,15,,,7,,,,,,,,,105,,,117,,,,1,,6,,,5,,,16,,,23,,,11,,,19,,,5,,,37,,,9,,,3,,,6,,,6,,,11,,,22,,,4,,,11,,,8,,,9,,,,,,24,,,,1,,14,,,136,,,249,,,,1,,,,,12,,,29,,,37,,,5,,,18,,,28,,,,,,2,,,5,,,,1,,98,,,136,,,,1,
9063,31790,7157,1,1736,,,4,,,Laxton-1736-04-recto,,,,1,,,1,,11,,,January,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,4,,,,,,,,,2,,,,,,3,,,,,,2,,,1,,,,,,4,,,,,,,,,1,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,3,,,2,,,,,,1,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,29,,,55,,,,1,,19,,,,,,,,,6,,,10,,,6,,,,,,3,,,2,,,12,,,6,,,6,,,8,,,8,,,15,,,7,,,,,,,,,85,,,108,,,,1,,3,,,3,,,7,,,13,,,7,,,16,,,2,,,9,,,11,,,5,,,3,,,4,,,11,,,21,,,5,,,7,,,11,,,6,,,4,,,26,,,,1,,3,,,139,,,177,,,,1,,23,,,12,,,,,,23,,,5,,,18,,,19,,,,,,2,,,5,,,,1,,72,,,107,,,,1,
9064,31791,7158,1,1736,,,5,,,Laxton-1736-05-recto,,,,1,,,1,,18,,,January,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,28,,,39,,,,1,,18,,,,,,,,,1,,,22,,,12,,,1,,,4,,,3,,,4,,,9,,,7,,,9,,,11,,,9,,,2,,,1,,,,,,114,,,113,,,,1,,,,,5,,,15,,,16,,,9,,,10,,,3,,,23,,,6,,,3,,,4,,,5,,,13,,,7,,,,,,9,,,8,,,8,,,3,,,17,,,,1,,7,,,140,,,173,,,,1,,9,,,13,,,,,,23,,,6,,,13,,,22,,,2,,,2,,,6,,,,1,,67,,,96,,,,1,
9065,31792,7159,1,1736,,,6,,,Laxton-1736-06-recto,,,,1,,,1,,25,,,January,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,3,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,25,,,41,,,,1,,17,,,1,,,1,,,2,,,15,,,16,,,,,,4,,,2,,,6,,,7,,,4,,,4,,,7,,,13,,,5,,,,,,,,,95,,,104,,,,1,,6,,,3,,,17,,,13,,,7,,,12,,,3,,,17,,,5,,,6,,,3,,,,,,13,,,13,,,6,,,9,,,10,,,4,,,11,,,13,,,,1,,7,,,99,,,178,,,,1,,,,,11,,,27,,,17,,,6,,,13,,,25,,,2,,,3,,,1,,,,1,,85,,,105,,,,1,
9066,31793,7160,1,1736,,,7,,,Laxton-1736-07-recto,,,,1,,,1,,1,,,February,,,,,,,,,1,,,4,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,1,,,,,,3,,,,,,,,,1,,,,,,1,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,27,,,40,,,,1,,28,,,,,,,,,11,,,11,,,9,,,,,,5,,,4,,,10,,,10,,,7,,,8,,,10,,,17,,,5,,,,,,,,,92,,,135,,,,1,,3,,,,,,22,,,21,,,8,,,16,,,5,,,19,,,12,,,4,,,10,,,9,,,12,,,12,,,2,,,12,,,11,,,8,,,8,,,23,,,,1,,13,,,148,,,230,,,,1,,18,,,11,,,,,,25,,,5,,,15,,,33,,,1,,,4,,,3,,,,1,,92,,,115,,,,1,
9067,31794,7161,1,1736,,,8,,,Laxton-1736-08-recto,,,,1,,,1,,8,,,February,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,1,,,1,,,1,,,3,,,,,,2,,,,,,,,,1,,,2,,,,,,,,,4,,,,,,,,,3,,,2,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,1,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,18,,,50,,,,1,,20,,,1,,,1,,,6,,,21,,,7,,,,,,7,,,3,,,6,,,6,,,7,,,9,,,14,,,7,,,4,,,,,,,,,102,,,119,,,,1,,3,,,6,,,24,,,23,,,12,,,12,,,4,,,26,,,10,,,6,,,8,,,5,,,21,,,17,,,6,,,10,,,7,,,,,,7,,,20,,,,1,,20,,,130,,,247,,,,1,,9,,,10,,,,,,20,,,3,,,15,,,23,,,3,,,1,,,2,,,,1,,64,,,86,,,,1,
9068,31795,7162,1,1736,,,9,,,Laxton-1736-09-recto,,,,1,,,1,,15,,,February,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,1,,,,,,2,,,1,,,1,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,,,44,,,,1,,21,,,1,,,1,,,7,,,21,,,11,,,2,,,5,,,6,,,6,,,16,,,12,,,9,,,16,,,11,,,3,,,,,,,,,107,,,148,,,,1,,,,,4,,,17,,,23,,,3,,,14,,,4,,,20,,,7,,,6,,,2,,,8,,,13,,,18,,,2,,,4,,,17,,,16,,,2,,,25,,,,1,,3,,,150,,,208,,,,1,,15,,,10,,,31,,,17,,,5,,,16,,,32,,,3,,,5,,,5,,,,1,,89,,,139,,,,1,
9069,31796,7163,1,1736,,,10,,,Laxton-1736-10-recto,,,,1,,,1,,22,,,February,,,1,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,1,,,3,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,1,,,2,,,,,,,,,2,,,,,,,,,48,,,47,,,,1,,16,,,1,,,,,,,,,21,,,9,,,,,,9,,,1,,,4,,,9,,,6,,,8,,,6,,,12,,,3,,,,,,,,,96,,,105,,,,1,,2,,,3,,,14,,,19,,,13,,,15,,,5,,,19,,,7,,,5,,,7,,,,,,16,,,14,,,4,,,3,,,7,,,10,,,4,,,19,,,,1,,14,,,141,,,200,,,,1,,10,,,9,,,,,,19,,,4,,,13,,,35,,,4,,,1,,,6,,,,1,,71,,,101,,,,1,
9090,31797,7164,1,1736,,,11,,,Laxton-1736-11-recto,,,,1,,,1,,1,,,March,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,10,,,31,,,,1,,28,,,,,,,,,8,,,12,,,5,,,,,,3,,,2,,,6,,,9,,,5,,,9,,,11,,,11,,,3,,,,,,,,,108,,,112,,,,1,,2,,,4,,,16,,,18,,,12,,,11,,,6,,,17,,,6,,,6,,,4,,,7,,,10,,,13,,,3,,,3,,,7,,,6,,,7,,,21,,,,1,,15,,,136,,,194,,,,1,,11,,,7,,,37,,,19,,,4,,,16,,,23,,,,,,1,,,4,,,,1,,97,,,122,,,,1,
9091,31798,7165,1,1736,,,12,,,Laxton-1736-12-recto,,,,1,,,1,,8,,,March,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,1,,,1,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,1,,,,,,,,,36,,,46,,,,1,,21,,,2,,,,,,6,,,13,,,5,,,,,,3,,,4,,,8,,,9,,,6,,,3,,,11,,,11,,,5,,,,,,,,,108,,,107,,,,1,,,,,3,,,10,,,16,,,10,,,9,,,5,,,11,,,,,,6,,,4,,,,,,15,,,21,,,5,,,9,,,9,,,7,,,3,,,14,,,,1,,10,,,121,,,167,,,,1,,9,,,4,,,,,,24,,,5,,,19,,,22,,,4,,,,,,7,,,,1,,87,,,94,,,,1,
9092,31799,7166,1,1736,,,13,,,Laxton-1736-13-recto,,,,1,,,1,,15,,,March,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,2,,,30,,,38,,,,1,,13,,,,,,,,,5,,,15,,,7,,,,,,5,,,3,,,9,,,13,,,6,,,10,,,15,,,9,,,7,,,,,,,,,83,,,117,,,,1,,5,,,3,,,17,,,24,,,7,,,11,,,1,,,23,,,17,,,3,,,,,,5,,,15,,,24,,,10,,,4,,,10,,,5,,,5,,,21,,,,1,,18,,,128,,,228,,,,1,,,,,5,,,,,,18,,,1,,,26,,,19,,,3,,,1,,,6,,,,1,,68,,,79,,,,1,
9093,31800,7167,1,1736,,,14,,,Laxton-1736-14-recto,,,,1,,,1,,22,,,March,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,2,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,1,,,,,,,,,32,,,39,,,,1,,22,,,1,,,,,,3,,,12,,,4,,,1,,,4,,,1,,,5,,,12,,,4,,,11,,,19,,,11,,,2,,,,,,,,,107,,,112,,,,1,,,,,4,,,13,,,20,,,8,,,12,,,6,,,23,,,4,,,9,,,10,,,4,,,12,,,15,,,5,,,10,,,5,,,3,,,7,,,14,,,,1,,8,,,115,,,192,,,,1,,16,,,9,,,36,,,15,,,6,,,18,,,30,,,3,,,1,,,8,,,,1,,90,,,142,,,,1,
8911,31749,7126,1,1736,,,16,,,Laxton-1736-16-recto,,,,1,,,1,,30,,,March,,,1,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,2,,,4,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,22,,,51,,,,1,,22,,,1,,,,,,3,,,18,,,17,,,1,,,4,,,4,,,11,,,17,,,4,,,9,,,15,,,11,,,3,,,1,,,,,,100,,,141,,,,1,,2,,,6,,,13,,,29,,,14,,,12,,,4,,,22,,,11,,,2,,,13,,,7,,,14,,,28,,,4,,,11,,,10,,,7,,,6,,,20,,,,1,,8,,,132,,,243,,,,1,,11,,,14,,,,,,31,,,3,,,20,,,28,,,2,,,4,,,8,,,,1,,61,,,121,,,,1,
8912,31750,7128,1,1736,,,17,,,Laxton-1736-17-recto,,,,1,,,1,,6,,,April,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,38,,,44,,,,1,,24,,,1,,,1,,,4,,,17,,,17,,,,,,5,,,4,,,9,,,15,,,4,,,11,,,15,,,19,,,8,,,1,,,,,,100,,,155,,,,1,,3,,,6,,,20,,,27,,,10,,,12,,,3,,,37,,,15,,,4,,,5,,,6,,,16,,,22,,,6,,,10,,,9,,,,,,7,,,21,,,,1,,8,,,130,,,247,,,,1,,16,,,8,,,45,,,25,,,8,,,22,,,29,,,3,,,2,,,6,,,,1,,95,,,164,,,,1,
