"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Foster - Buried","St Foster - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Buried in the parishes without the Walls","Plague in the parishes without the Walls","St Clement Danes - Buried","St Clement Danes - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","Total of all Burials","Total of all Plague","Total Christenings","Parishes Clear of the Plague","Parishes Infected"
24706,23315,2286,1,1640,5,Bodleian-1640-05-recto,14,January,21,January,,,2,,1,,3,1,,,,,,,,,,,1,,1,,,,2,,1,,3,,,,1,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,1,,,,,,4,,,,2,,,,1,,,,1,,1,,2,,,,2,,,,,,,,,,1,,1,,,,,,1,,,,2,,1,,,,1,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,1,,,2,,,,,,57,2,12,2,2,,,,4,,,,1,,11,,8,,7,,10,,11,,12,,11,,11,,,,,,,,100,2,4,,,,21,,5,,2,,7,,13,,12,1,,,1,,65,1,222,5,206,118,4
24707,23316,2287,1,1641,46,Bodleian-1641-46-recto,28,October,4,November,,,3,1,,,1,1,,,1,,,,4,,,,2,1,,,,,5,3,3,2,5,,,,,,,,,,1,,,,,,1,,2,,1,,,,1,,4,,,,,,,,1,,,,,,,,,,3,,,,,,1,,2,1,,,5,2,,,1,1,,,3,,,,,,,,1,1,1,,2,,2,,,,,,,,,,,,3,2,,,2,,,,,,2,,1,,,,1,,2,1,1,,,,1,,3,1,,,,,,,,,1,,3,2,,,1,,1,,1,,,,1,,1,,1,,1,,,,,,,,,,1,1,,,,,1,,2,,87,20,18,4,2,,,,15,7,,,5,5,17,2,13,,3,1,7,1,52,14,26,13,13,1,33,7,2,,,,3,2,209,57,16,5,,,13,2,12,4,3,,12,2,29,9,19,6,6,1,2,,112,29,408,106,177,91,31
24708,23317,2288,1,1641,47,Bodleian-1641-47-recto,4,November,11,November,,,2,,1,,1,1,,,1,,1,,,,,,,,,,,,2,,2,1,,,1,,,,1,,,,,,,,1,,,,4,1,,,1,,,,2,,,,1,,,,,,1,,,,1,,,,1,,,,1,,,,1,,3,,2,,,,,,1,,2,,,,2,,,,1,,,,,,1,,,,,,,,1,,1,,,,3,,1,1,,,,,,,3,,,,,,,,,,,,2,,2,2,,,1,,,,,,,,,,1,,,,,,,,,,2,,1,,1,1,,,,,1,1,,,,,1,1,1,,1,,,,1,,62,9,14,5,1,,4,2,10,4,1,,5,2,15,1,14,1,3,,8,1,41,7,18,6,9,3,20,9,,,1,,4,4,168,45,11,4,,,17,2,7,5,4,1,14,,21,4,20,9,12,,1,,107,25,337,79,183,97,25
24709,23318,2293,1,1641,49,Bodleian-1641-49-recto,18,November,25,November,,,1,1,,,2,,,,1,,,,1,,2,,,,,,,,4,,1,,2,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,2,,,,1,,1,,1,,,,,,1,,,,1,1,2,2,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,2,,1,,1,,2,,,,,,,,2,,,,,,,,,,,,2,,,,,,2,1,1,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,2,,,,,,1,,,,56,5,18,3,1,,,,7,,,,6,,11,1,17,2,11,,6,,34,10,21,2,8,1,12,4,4,,2,,,,158,23,11,6,,,11,,6,3,7,,7,,22,3,12,3,5,1,1,,82,16,296,44,223,106,16
24710,23319,2302,1,1641,50,Bodleian-1641-50-recto,25,November,2,December,3,,,,,,2,,1,,,,,,,,1,,1,,,,,,2,,3,,3,,,,,,1,,1,,,,,,1,,,,2,1,,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,3,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,1,,1,,2,,1,,1,,1,,,,1,1,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,53,3,15,4,2,,2,,8,2,,,7,2,8,1,14,,7,4,7,1,27,5,18,2,8,2,17,1,3,1,,,3,3,146,28,8,2,,,10,,4,,4,,5,,20,4,21,4,5,,3,,80,10,279,41,198,105,17
24711,23320,2303,1,1641,51,Bodleian-1641-51-recto,2,December,9,December,,,1,,1,,5,,,,3,,,,,,,,1,,,,,,1,,3,1,3,1,,,1,,4,,,,,,1,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,2,,,,,,1,,,,1,,,,,,2,,,,,,,,,,2,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,2,,4,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,2,,1,,,,,,2,,59,2,15,1,1,,,,7,,1,,6,2,9,,9,,2,1,7,,16,,14,3,12,,18,3,3,1,,,,,120,11,5,,,,14,,3,,4,,6,1,17,,11,1,4,,2,,66,2,245,15,209,112,10
24712,23321,2304,1,1641,52,Bodleian-1641-52-recto,9,December,16,December,,,1,,,,,,,,1,,,,,,,,2,,1,,,,1,,2,,1,,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,1,,,,4,,1,,1,,,,1,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,3,,,,,,,,,,2,,1,,,,2,,1,,,,1,,3,,,,1,,1,,,,1,,1,,1,,1,,,,1,,,,1,,,,1,,,,1,,1,,,,1,,,,1,,,,,,1,,57,0,11,2,1,,,,9,,1,,3,,13,1,8,1,8,1,9,1,22,2,11,,6,,20,2,3,1,2,,1,1,128,12,3,,,,14,,5,,1,,6,,8,1,16,4,7,,1,,61,5,246,17,190,112,10
24713,23322,2327,1,1641,1,Bodleian-1641-01-recto,16,December,23,December,1,,1,,,,2,,,,,,,,2,,2,,1,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,1,1,3,,1,1,,,3,,,,1,,,,1,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,2,,,,1,,1,,,,1,,,,1,,1,,1,,,,1,,1,,,,1,,2,1,1,,,,,,,,,,2,,49,3,9,,2,,,,3,,,,3,1,9,,7,,6,,5,,12,3,14,2,6,,18,2,1,,1,,,,96,8,5,,,,12,1,5,,4,,7,,21,3,5,,3,,1,,63,4,208,15,213,113,9
24714,23323,2328,1,1641,2,Bodleian-1641-02-recto,23,December,30,December,,,2,1,,,3,1,,,,,,,,,1,,3,,,,,,2,,,,2,1,,,,,,,1,,,,2,1,,,,,1,,,,,,,,,,1,,,,1,,,,2,,,,1,,1,,1,,,,1,,,,,,1,,1,,,,,,1,,5,1,,,2,,,,,,,,,,1,1,1,,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,1,1,,,,,,2,,,,,,1,,3,1,,,,,,,,,,,,,51,10,7,,2,,1,,12,2,,,3,1,16,2,7,,2,1,7,1,23,3,15,2,7,2,23,7,2,,1,,1,1,129,22,9,1,,,12,2,7,,6,,10,1,14,1,24,14,5,,,,87,19,267,51,196,99,23
24751,23324,2216,1,1641,3,Bodleian-1641-03-recto,30,December,6,January,3,,1,1,,,2,,1,,1,,,,2,,,,1,,1,,,,,,3,3,1,,2,,,,,,,,,,,,,,,,2,1,1,,,,1,,2,,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,1,,1,,,,,,,,2,,,,,,,,1,,1,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,1,,,,1,,1,,,,2,,,,,,,,1,,,,1,,,,1,,3,,,,,,,,,,2,,,,,,1,,,,,,,,,,56,6,9,1,,,,,9,1,2,,4,1,5,1,6,,6,,8,,23,3,18,3,5,1,20,4,2,,,,1,1,118,16,7,,,,22,,2,,4,,7,,20,3,12,1,3,,2,,79,4,253,26,213,108,14
24752,23325,2218,1,1641,4,Bodleian-1641-04-recto,6,January,13,January,2,,,,,,,,1,,,,1,,,,,,,,,,3,,2,,2,1,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,1,,2,,,,,,1,,,,,,3,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,1,,,,,,1,,1,,1,1,,,1,,3,,,,1,,,,1,,1,,,,,,1,,,,1,,1,,2,,,,,,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,53,2,5,,1,,2,,8,,,,7,,6,,2,,4,,9,1,17,,11,1,6,,12,1,,,,,,,90,3,5,1,,,18,1,2,,3,,7,,9,1,11,3,3,,1,,59,6,202,11,193,113,9
24753,23326,2221,1,1641,5,Bodleian-1641-05-recto,13,January,20,January,,,2,,,,1,,,,1,,,,1,,,,,,,,1,,1,,,,,,2,,1,,,,,,,,1,,,,2,,1,,1,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,1,,,,1,1,,,,,1,,1,,,,2,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,1,,,,2,,,,1,,,,1,,,,,,1,,,,,,1,,2,,1,,1,,1,,,,1,,,,1,,2,,,,,,,,,,51,1,11,,2,,1,,6,2,1,,3,,9,,9,,5,,7,,19,,12,1,5,,10,2,1,,,,,,101,5,8,3,,,10,1,5,,3,,7,3,9,,11,1,1,,2,,56,8,208,14,180,114,8
24754,23327,2222,1,1641,6,Bodleian-1641-06-recto,20,January,27,January,,,1,1,2,,1,1,,,2,1,2,,1,,,,1,1,,,,,,,2,,1,,2,,,,,,,,,,1,,,,,,2,1,,,,,,,3,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,1,,1,,,,,,1,,,,1,,,,2,,,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,2,,,,,,1,,,,44,6,16,,2,,,,8,2,1,,3,,7,,10,,6,,6,,22,1,10,3,5,,17,5,,,,,,,113,11,9,1,,,13,,4,1,6,,6,2,19,3,15,6,4,,1,1,77,14,234,31,235,106,16
24755,23328,2223,1,1641,8,Bodleian-1641-08-recto,3,February,10,February,2,,1,,1,,1,1,,,2,,,,1,,2,,1,,,,,,,,1,,3,,1,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,2,,3,,1,,1,,,,1,,,,1,,,,1,,,,,,1,,2,,,,,,,,3,,,,,,,,,,1,,,,3,1,,,,,,,,,,,1,,,,,,,,2,,1,,1,,,,,,,,,,,,1,,2,,1,,3,,,,1,,,,,,1,,1,,2,,1,,1,,,,63,3,8,,2,,2,1,6,1,,,2,,10,,4,,4,,6,,22,2,14,3,8,1,12,2,1,,,,2,1,103,11,7,3,,,20,,5,,7,,12,2,16,2,13,1,3,1,1,,84,9,250,23,259,108,14
24756,23329,2233,1,1641,9,Bodleian-1641-09-recto,10,February,17,February,,,1,,,,2,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,4,,1,,,,1,,2,,2,,1,,1,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,1,,1,,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,1,,2,1,,,46,1,8,1,2,,,,10,,,,2,,8,,6,,1,,4,,10,1,8,1,7,,9,,,,,,,,75,3,5,,,,10,,2,,3,,14,4,16,3,14,3,2,,,,66,10,187,14,215,115,7
24757,23330,2234,1,1641,10,Bodleian-1641-10-recto,17,February,24,February,,,,,1,,2,,,,2,,,,,,1,,,,,,,,,,,,2,,1,,,,1,,,,,,1,,,,,,3,,,,1,,,,,,,,2,,1,,,,1,,,,,,,,,,2,,,,,,1,,1,,2,,,,,,,,1,,,,1,,,,1,,3,,,,,,2,,2,,,,,,,,,,2,,,,,,5,1,,,,,2,,,,1,,,,,,3,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,1,,1,,1,,,,2,,,,,,,,2,,61,1,15,,1,,,,10,1,,,1,,13,2,9,,5,,4,,17,4,9,2,5,,16,3,,,1,,1,1,107,13,7,,,,9,,5,,1,,6,3,17,7,12,2,3,,3,,63,12,231,26,210,113,9
24758,23331,2235,1,1641,11,Bodleian-1641-11-recto,24,February,3,March,1,,2,,,,2,,,,,,1,,,,,,1,,1,,1,1,1,,,,2,,,,,,,,1,,1,,2,,,,,,,,,,1,1,1,,2,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,2,,1,,,,1,,1,,,,2,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,3,,3,,1,,1,,,,,,1,,,,2,,2,,2,1,,,1,,,,,,2,,,,1,,,,,,,,2,,1,,,,1,,1,,,,,,2,,,,,,,,62,3,12,1,2,,1,,6,,1,,2,,13,,17,,4,,3,,17,2,13,2,2,,19,2,1,,,,,,113,7,4,,,,9,,6,,5,,7,1,19,4,10,2,3,,1,,64,7,239,17,237,112,10
24759,23332,2236,1,1641,12,Bodleian-1641-12-recto,3,March,10,March,2,,2,,,,1,,,,,,,,2,,1,,1,,,,,,4,1,,,4,1,,,1,,1,,1,,,,,,1,,,,3,,,,,,,,1,,,,,,1,,,,2,1,,,1,,3,,2,,1,,1,,,,,,2,,,,1,,2,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,1,,1,,1,,56,3,15,,1,,,,8,1,1,,5,,10,,9,,4,,3,,17,2,9,,9,2,16,2,1,,,,,,108,7,6,,,,14,,11,3,4,,4,,16,3,8,1,5,1,,,68,8,232,18,232,111,11
24760,23333,2237,1,1641,13,Bodleian-1641-13-recto,10,March,17,March,,,2,,,,1,,,,1,,,,,,,,,,,,3,,2,,2,,4,,,,,,,,1,,1,,1,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,3,,,,,,,,1,,,,1,,,,,,,,1,,1,,1,,,,,,,,1,,1,,,,,,,,2,,,,,,1,,2,,53,0,11,,2,,,,10,,,,6,,10,,7,,4,,,,17,1,13,,5,1,11,1,1,,,,,,97,3,6,,,,10,,6,1,3,,5,,15,,14,1,2,,3,,64,2,214,5,206,117,5
24794,23334,2264,1,1641,14,Bodleian-1641-14-recto,17,March,24,March,2,,4,,,,3,,,,,,1,,1,,1,,,,,,3,,2,,1,,8,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,1,,1,,,,1,,,,1,,,,,,2,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,3,,,,,,54,0,9,,3,,1,,4,,,,2,,11,,10,,4,,5,,19,5,14,2,8,2,13,,,,1,,1,1,105,10,7,,,,5,,5,,7,,6,1,15,2,11,1,4,,,,60,3,219,13,203,117,5
24795,23335,2265,1,1642,15,Bodleian-1641-15-recto,24,March,31,March,,,1,,,,3,,,,,,,,1,,1,,,,,,1,,2,1,,,3,,1,,,,,,2,,1,1,,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,,,2,,1,,1,,,,,,,,,,,,1,,,,,,,,,,2,2,,,,,,,1,,,,,,1,,,,,,,,,,1,,2,,,,,,,,1,,1,,,,2,,2,,,,,,,,1,,2,,,,,,,,1,,3,,,,,,,,1,,1,,,,2,,2,1,,,1,,,,1,,,,1,,,,1,,1,,2,1,58,6,5,1,4,,,,6,,1,,4,,8,,8,,7,1,7,,21,4,9,,8,2,9,1,,,1,,1,1,99,10,3,,,,15,,2,,2,,3,,9,1,8,,5,,,,47,1,204,17,221,111,11
24796,23336,2266,1,1642,16,Bodleian-1642-16-recto,31,March,7,April,2,,5,,,,1,,,,,,,,1,,1,,,,,,,,1,,4,,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,3,,1,,,,,,,,1,1,,,1,,,,,,3,,1,,,,1,,,,2,,,,,,1,,2,1,1,,,,,,,,,,,,,,,,1,,,,1,,2,,,,3,1,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,2,,1,,1,,,,1,,58,5,11,1,4,,,,8,1,,,2,,7,,11,1,2,,4,,13,3,13,,9,4,14,1,,,,,1,1,99,12,5,,,,7,,3,,4,,8,,11,3,12,3,4,,2,,56,6,213,23,211,109,13
24797,23337,2267,1,1642,17,Bodleian-1642-14-recto,7,April,14,April,1,,,,,,,,,,,,,,3,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,2,,2,,,,,,,,,,2,,,,,,1,,,,2,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,2,,,,,,,,,,37,1,10,2,3,1,1,,4,,,,2,,7,,10,4,3,1,4,,10,1,16,,7,4,17,1,,,,,2,2,96,16,11,,,,9,,7,1,2,,9,1,6,,11,1,1,,1,,57,3,190,20,191,111,11
24798,23338,2268,1,1642,18,Bodleian-1642-18-recto,14,April,21,April,1,,1,,,,,,,,1,,2,,1,,2,,1,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,1,,,,,,,,2,,,,,,1,,,,,,1,,2,,,,1,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,1,,,,,,3,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,2,2,,,1,,,,,,1,,1,,50,3,10,,1,,,,1,,3,,5,,13,,9,1,2,,5,,11,1,7,,9,6,16,,,,,,,,92,8,9,3,,,11,,2,,5,,5,1,21,5,7,1,3,1,,,63,11,205,22,211,112,10
24799,23339,2269,1,1642,19,Bodleian-1642-19-recto,21,April,28,April,1,,4,,,,,,,,3,,,,,,2,,2,,,,1,,2,,,,1,,,,1,,,,1,,3,1,1,,,,1,,1,,,,1,,1,,,,,,1,,,,2,,,,,,,,2,,1,,1,,,,1,,,,1,,1,,1,,,,2,,2,,1,1,,,,,,,,,1,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,2,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,2,1,,,,,1,,1,,1,1,,,,,,,,,2,,64,4,14,,2,,1,,6,,,,3,,11,2,12,,3,,6,,18,2,12,,10,5,16,1,3,,,,1,1,118,11,6,,,,11,3,5,,6,,8,,10,1,7,,4,1,,,57,5,239,20,211,111,11
24800,23340,2270,1,1642,21,Bodleian-1642-12-recto,5,May,12,May,,,1,,,,1,,,,,,,,,,1,,2,,,,1,,2,,,,5,2,,,,,,,1,,,,1,,,,,,2,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,2,,,,3,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,2,,2,,,,,,1,,1,,2,,,,,,,,,,,,,,1,,,,1,,,,2,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,49,3,7,,3,,1,,3,,,,4,,8,,6,,3,,3,,21,3,12,1,10,5,12,3,,,,,1,1,94,13,8,,,,19,3,7,,6,2,9,,19,6,10,1,6,1,3,,87,13,230,29,198,111,11
